Hai Wen,1994—,Deputy Director,Beijing University,China Center for Economic Research,Beijing Municipality
Hai Wen,1991,Graduate,University of California,USA,California,Davis
Hai Wen,1991—1992,Lecturer,University of California,Economics Department,USA,California,Davis
Hai Wen,1990,Chairman,University of California,International Symposium on Chinese Economic Reform,USA,California,Davis
Hai Wen,1988—1989,Lecturer,California State University,Economics Department,USA,California,San Francisco
Hai Wen,,Graduate,Beijing University,Beijing Municipality
Hailiqiemu Slamu,1998—,Deputy Director,Autonomous Regional People's Congress,Standing Committee,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1988—1998,President,Xingjiang Women's Federation,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1988—1998,Secretary,CPC,Autonomous Regional Committee,CPC,Leading Party Group,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1985—1998,Member,CPC,Autonomous Regional Committee,Standing Committee,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1983—1985,Deputy Commissioner,Administrative Office,Xinjiang Uygur Autonomous Region,Accra District
Hailiqiemu Slamu,1982,Joined,CPC
Hailiqiemu Slamu,1981—1983,President,Xinjiang Uygur Science and Technology Association,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1981—1983,Deputy Director,Autonomous Regional People's Congress,Standing Committee,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1970—1973,Cadre,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1968—1970,Student,Yiqilike Commune,Xinjiang Uygur Autonomous Region
Hailiqiemu Slamu,1962—1967,Student,Xinjiang Eight-One Agricultural College,Agronomy Department,Xinjiang Uygur Autonomous Region
Haj Iliyas Shen Xiaxi,1998—2003,Member,CPPCC,National Committee,Standing Committee
Haj Iliyas Shen Xiaxi,1993—1998,Member,CPPCC,National Committee,Standing Committee
Haj Iliyas Shen Xiaxi,,President,China Institute of Islamic Theology
Haj Iliyas Shen Xiaxi,1988—1993,Member,CPPCC,National Committee,Standing Committee
Haj Iliyas Shen Xiaxi,,Vice-President,Chinese-African People's Friendship Association
Haj Iliyas Shen Xiaxi,,Vice-President,Chinese People's Association for Peace and Disarmament
Haj Iliyas Shen Xiaxi,,President,China Islamic Association
Haj Iliyas Shen Xiaxi,1983—1988,Member,CPPCC,National Committee
Haj Iliyas Shen Xiaxi,,Vice-President,China Islamic Association
Haj Iliyas Shen Xiaxi,1978—1982,President,Central Institute for Ethnic Minorities,Beijing Municipality
Haj Iliyas Shen Xiaxi,,Acting Director,Provincial Geology Bureau,Gansu Province
Haj Iliyas Shen Xiaxi,,Deputy Director,Provincial Geology Bureau,Gansu Province
Haj Iliyas Shen Xiaxi,,Deputy Director,Provincial Planning Committee,Gansu Province
Haj Iliyas Shen Xiaxi,1957—1978,Vice-President,Gansu Provincial Islamic Association,Gansu Province
Haj Iliyas Shen Xiaxi,1956—1965,Head,Gansu Province,Linxia,Hui Autonomous Prefecture
Haj Iliyas Shen Xiaxi,1951—1956,Commissioner,Prefectural Administrative Office,Gansu Province,Linxia
Haj Iliyas Shen Xiaxi,,Deputy Commissioner,Prefectural Administrative Office,Gansu Province,Tianshui City
Haj Iliyas Shen Xiaxi,1949—1951,Magistrate,County (District) People's Court,Gansu Province,Qingshui County
Haj Iliyas Shen Xiaxi,,Principal,Gansu Province
Haj Iliyas Shen Xiaxi,1938—????,Participant,Resistance War Against Japanese Aggression
Han Baozhen,2003—,Deputy,NPC
Han Baozhen,1998—,Vice-Chairman,Provincial People's Congress,Standing Committee,Hebei Province
Han Baozhen,1997—,Chairman,Hebei Provincial Federation of Industry and Commerce,Hebei Province
Han Baozhen,1987—1997,Vice-Chairman,Hebei Provincial Federation of Industry and Commerce,Hebei Province
Han Baozhen,1983—1987,Manager,Light Industry Department,Leather Department,Hebei Province
Han Baozhen,1980—1983,Deputy Director,No. 2 Light Industry Bureau
Han Baozhen,1972—1980,Technician,Leather Department,Hebei Province
Han Baozhen,1964—1972,Technician,Ministry of Light Industry,China Leather Corporation
Han Baozhen,1960—1964,Student,Beijing Light Industry Institute,Light Chemical Engineering Department,Beijing Municipality
Han Changfu,2013—,Minister,Ministry of Agriculture
Han Changfu,2012—,Member,CPC,Central Committee
Han Changfu,2009—2013,Minister,Ministry of Agriculture
Han Changfu,2007—2012,Member,CPC,Central Committee
Han Changfu,2007—2009,Governor,People's Government,Jilin Province
Han Changfu,2006—2007,Acting Governor,People's Government,Jilin Province
Han Changfu,2006—2009,Deputy Secretary,CPC,Provincial Committee,Jilin Province
Han Changfu,2003—2006,Deputy Director,Research Office of the State Council
Han Changfu,2003—2006,Deputy Secretary,Research Office of the State Council,CPC,Leading Party Group
Han Changfu,2002—2007,Member,CPC,Central Committee,Central Commission for Discipline Inspection
Han Changfu,2001—2003,Executive Vice-Minister,Ministry of Agriculture
Han Changfu,2001—2003,Deputy Secretary,Ministry of Agriculture,CPC,Leading Party Group
Han Changfu,1990—2001,Director,CYLC,Central Committee,Youth Peasantry Department
Han Changfu,1990—2001,Member,CYLC,Central Committee,Standing Committee
Han Changfu,1986—1990,Director,CYLC,Central Committee,Publicity Department
Han Dajian,1998—2003,Member,CPPCC,National Committee,Standing Committee
Han Dajian,,Member,Provincial People's Congress,Standing Committee,Guangdong Province
Han Dajian,1998—,Vice-Chairman,CPPCC,Provincial Committee,Guangdong Province
Han Dajian,1997—,Member,China Democratic League,Central Committee,Standing Committee
Han Dajian,1997—,Chairman,China Democratic League,Provincial Committee,Guangdong Province
Han Dajian,1993—????,Vice-President,South China University of Science and Engineering,Guangdong Province
