Name,Hash_Key,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,搜索键,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
杨植霖,4459f61a7fc143687608277142ff85649c41e291,0000016412,学习,延安中央党校,,1942.00,
尹克升,0f5df344437b33e0e2d0aaafebd4aa96320703d6,0000016558,本科,北京石油学院,油田开采,1960.00,1964.00
尹克升,0f5df344437b33e0e2d0aaafebd4aa96320703d6,0000016558,学习,华北人民革命大学,,1949.00,
尹克升,0f5df344437b33e0e2d0aaafebd4aa96320703d6,0000016558,学习,石油干部学校,,1960.00,1964.00
尤权,4c4b39aaa41465ab9ac439a391c899b30bb07036,0000016581,本科,中国人民大学,国民经济计划,1980.09,
尤权,4c4b39aaa41465ab9ac439a391c899b30bb07036,0000016581,研究生,中国人民大学,国民经济计划,,1987.07
于汉卿,33c5ed937710da7b0923fa1b9d3bf5e063c49478,0000016616,学习,五七干校,,1973.00,
于克,ae8fec627b5ba6b1abd3e170af91464a11a9167d,0000016623,学习,北平中山中学,,1934.00,
云布龙,144d3b32dfb1180cd4840cbd0dd6cf5c9719c4d0,0000016806,本科,太原工学院,机械系,,1962.00
张国声,868fb7e5840d64b99d63e4f1af893ea5867d0d32,0000016964,,,,,
张皓若,408eed3210ed35c15762b48982f2d601e28ff98b,0000016977,学习,清华大学,石油专业,1949.09,1952.00
张皓若,408eed3210ed35c15762b48982f2d601e28ff98b,0000016977,学习,石油部俄文训练班,,1953.00,
张皓若,408eed3210ed35c15762b48982f2d601e28ff98b,0000016977,学习,苏联进修,,1954.06,
张启龙,a2ce1fd701176669dc1214b018d73e5a3cf331b1,0000017159,,,,,
张体学,c3a9598d8c8e81c47fe3091d852aa2957687dd73,0000017251,学习,瓦窑堡红军大学,,1936.05,
张中伟,68a000b1e3a24b71a1542d7ecbe7a7cf5b20032f,0000017466,学习,中央党校,,1981.09,1982.07
张中伟,68a000b1e3a24b71a1542d7ecbe7a7cf5b20032f,0000017466,大专,高等教育自学考试党政干部管理基础科专业,党政干部管理基础,1984.00,1986.00
赵德尊,85f867eb33d31ec75c833124d332e35101e99a0a,0000017525,学习,延安中央党校,,1943.00,
赵德尊,85f867eb33d31ec75c833124d332e35101e99a0a,0000017525,学习,清华大学,外语系,,1937.00
赵洪祝,aefd5e2c36da18e4c343e7e813312249e8c3d3bb,0000017552,学习,中央党校,,1982.00,1983.00
赵洪祝,aefd5e2c36da18e4c343e7e813312249e8c3d3bb,0000017552,本科,中央党校,,1983.00,1985.00
赵洪祝,aefd5e2c36da18e4c343e7e813312249e8c3d3bb,0000017552,学习,中央党校,,1989.03,1989.07
赵健民,b09e11b5037169b895fc0bd67d8cfbe99738db49,0000017564,,,,,
赵林,7b0b1afd45d806cb0161c665ade6de667d1c71f5,0000017586,,,,,
周持衡,5b075d11610683e4ff6275749c7911e3271e822d,0000017884,肄业,山东大学,,,
周建人,6d3a7bca776fa25c82534d9eecce244ff8a48363,0000017929,学习,北京大学,,1920.00,
周小舟,4d7e6b235e0618f0c25804a545154a37e9f41770,0000017997,,长沙私立明德中学,,1925.00,
周小舟,4d7e6b235e0618f0c25804a545154a37e9f41770,0000017997,预科,湖南大学,,1929.00,1931.00
周小舟,4d7e6b235e0618f0c25804a545154a37e9f41770,0000017997,本科,国立北平师范大学,,1931.00,1935.00
朱厚泽,8ccbd1c98fa3db2ef4583df5a7beca50033c48f0,0000018076,,,,,
张学忠,95ceb0a5707d1c78f689fa0ed978efd1bfdd0c40,0000018247,大专,甘肃省兰州市师范学校,,1958.08,1961.07
张学忠,95ceb0a5707d1c78f689fa0ed978efd1bfdd0c40,0000018247,本科,兰州大学,汉语言文学,1964.09,1966.06
于明涛,7acbde383308ba906ac6908ff149302adb1405a9,0000018350,,,,,
