Arcd ,Prvn,Pftn,Cont,Pst,Pstcd,Pstrm,Name,Hash_Key,Term,Offcd,Gender,Eth,Bthp,Bthd,Jnpdt ,,,
区域代码,省级名称,地市级名称,县级名称,职位,职位代码,职位备注,官员姓名,搜索键,任期期间,官员代码,性别,民族,籍贯,出生日期,入党时间,,,
350521,福建省,泉州市,惠安县,县委书记,19,,张田丁,786050276ecf83c52e22c93dff3e704db15e9359,1977.08-1980.12,7621,,,,,,,,
350521,福建省,泉州市,惠安县,县委书记,19,,王起才,71607d953f27c12a16f3a4461b440e53d9bf947e,1981.09-1983.11,14806,,,,,,,,
350521,福建省,泉州市,惠安县,县委书记,19,,张千秋,f8c0a6459c1bdc723b97c4cf73aed5af0561a165,1983.11-1987.08,17164,,,,,,,,
350521,福建省,泉州市,惠安县,县委书记,19,代,梁奕川,84306c2b65906219aea31ca9520080e76502c2ec,1986.05-1987.08,2933,,,,,,,,
350521,福建省,泉州市,惠安县,县委书记,19,,刘佳景,bfe1a66a3aee8d7db7c791012fc5ae4406e9e135,1987.08-1995.04,12179,,,,,,,,
350521,福建省,泉州市,惠安县,县委书记,19,,郑栋梁,af0775395976349e55b40c30b32394da989bc9c0,1995.04-,17739,,,,,,,,
350521,福建省,泉州市,惠安县,县委书记,19,,李转生,8f68fb8d8d2bc7afb91c4306b0c5bfcaa81025f0,2005.11-2009.09,2850,男,汉族,福建省泉州市洛江区,1963.01,1984.11,,,
350521,福建省,泉州市,惠安县,县委书记,19,,林万明,5a69ea408d41b847decfe31c020a0b7493cdbfb2,2009.09-2011.06,3040,男,汉族,福建泉州,1962.1,,,,
350521,福建省,泉州市,惠安县,县委书记,19,,肖汉辉,704c5d12c2f795e1067d6343ec91daff53a3a6d2,2011.07-至今,15645,男,汉族,福建省泉州,1966.04,,,,
350524,福建省,泉州市,安溪县,县长,20,,谢高明,fa7e7113ea626f7e93b7dccbed2d2b1b55990cd7,1949.05-1949.10,15710,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,王新整,369ff556ce2b7313392db39a5e4300f620cab618,1949.10-1952.06,14986,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,高珍,39b444cb88389e0aadeaa474150258ebec791305,1952.06-1956.07,1236,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,代,施海滨,0967cbb03f1333e6c71f6799eef83c06bdebdbe3,1956.07-1956.12,4377,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,王朝阳,6334c4f1b06f87b38a5418795b30451466c6bc22,1956.12-1957.08,14512,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,林敬平,221aae43a7d770a0621d525ee21a97393052f58f,1957.09-1958.06,3000,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,施海滨,0967cbb03f1333e6c71f6799eef83c06bdebdbe3,1958.06-1960.04,4377,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,王万年,ff4ab0732f37722c286c58b231f79c3077948ce2,1960.04-1961.11,14918,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,孙信,dae9cbe19ec64e1415abeff839ca5d5848ab318d,1961.11-1963.02,5616,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,高珍,39b444cb88389e0aadeaa474150258ebec791305,1963.02-1964.08,1236,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,孙信,dae9cbe19ec64e1415abeff839ca5d5848ab318d,1964.08-1968.09,5616,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,杨寿之,a39fff4dc6aa9f62b2c8afa756dcdc8fd4c2467e,1968.09-1971.08,6814,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,郝连弟,88d8b91f49d1dde46b099cb7daaa8c6562add3e7,1971.08-1975.05,1477,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,成波,2dae011c9b54dd8ca611932570f7a96ea4ad66ed,1975.05-1977.06,633,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,朱江水,53e3f9d30f6e48ef6a11464996e2aeb8dac210c9,1977.06-1980.12,18276,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,张玖龙,f714341798259a1fb3976d14878711c01b13c030,1980.12-1983.11,17077,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,陈应辉,b749c694548a27097c325bb9d917c6a34800ee85,1983.11-1987.09,8809,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,蔡文土,99b6d6df26d8bc07d8518eeb2f4268076fa676d4,1987.09-1989.11,8275,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,张贻伦,82d2ea95352e50c2985ab49672ba3140683f2832,1989.11-1991.12,17353,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,陈长昭,72f6d0beeac42e04c1c5dab542bcd748e1be0b97,1991.12-,8850,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,代,尤猛军,5f44921a2c8dc242da1c45672541bef24c484170,2001.09-2002.01,7024,男,,永春县,1962.07,,,,
350524,福建省,泉州市,安溪县,县长,20,,尤猛军,5f44921a2c8dc242da1c45672541bef24c484170,2002.01-2006.02,7024,男,汉族,永春县,1962.07,,,,
350524,福建省,泉州市,安溪县,县长,20,代,朱团能,5dae4bd336f244afee2e90e2f8615bbc3b6de718,2010.05-2010.12,5384,,,,,,,,
350524,福建省,泉州市,安溪县,县长,20,,朱团能,5dae4bd336f244afee2e90e2f8615bbc3b6de718,2010.12-2011.06,5384,,汉族,,1960.01,,,,
350524,福建省,泉州市,安溪县,县长,20,,高向荣,6b3b6dff80e6ba7f50b031bd7f5f4a1b049ee38e,2011.06-2011.12,1217,,,晋江安海,,,,,
350524,福建省,泉州市,安溪县,县长,20,,高向荣,6b3b6dff80e6ba7f50b031bd7f5f4a1b049ee38e,2011.12-至今,1217,,,晋江安海,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,孟进城,cdad3e2f2b32ee220fb6e925fbf9a89a49b5cf01,1949.10-1952.07,3914,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,冯兴华,d39ef72dc69e598a8142e9d8599dc2ac0335fac2,1952.07-1953.03,9524,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,宋自民,0d75729bda5dcfcd2b451a2cec21634aa7e9be3f,1953.04-1954.02,4520,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,靳连才,84f441061615528338e89d7dee209ae75e1d9574,1954.02-1964.07,10966,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,代,高珍,39b444cb88389e0aadeaa474150258ebec791305,1964.07-1968.09,1236,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,杨寿之,a39fff4dc6aa9f62b2c8afa756dcdc8fd4c2467e,1970.12-1972.03,6814,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,郝连弟,88d8b91f49d1dde46b099cb7daaa8c6562add3e7,1972.03-1975.05,1477,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,成波,2dae011c9b54dd8ca611932570f7a96ea4ad66ed,1975.05-1977.06,633,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,张世田,3d829507004a57c95ef64774e6f978d08c782cdf,1977.01-1977.06,17225,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,朱江水,53e3f9d30f6e48ef6a11464996e2aeb8dac210c9,1977.06-1980.12,18276,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,刘明益,abd17704a7dc5916e7c0e420f9ae107fcc6e2ef0,1980.12-1987.10,3281,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,李天乙,826ba401cc4ebd83f16073b96be5f432b7196863,1987.10-1993.04,11556,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,陈昭扬,3318a83ae9d6c97f0f82748df21d043647cf8df0,1993.04-,8852,,,,,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,尤猛军,5f44921a2c8dc242da1c45672541bef24c484170,2005.10-2009.05,7024,男,汉族,永春县,1962.07,,,,
350524,福建省,泉州市,安溪县,县委书记,19,,李建辉,269875b9b94927693194b90d2f307737035489a5,2009.05-2011.06,11369,男,汉族,福建厦门,1963.11,1987.06,,,
350524,福建省,泉州市,安溪县,县委书记,19,,朱团能,5dae4bd336f244afee2e90e2f8615bbc3b6de718,2011.06-至今,5384,,汉族,,1963.05,,,,
350525,福建省,泉州市,永春县,县长,20,,叶一帆,43db3a5c5cf05d1d765473fb7c09789bf316f2b2,2006.12-2011.06,16510,男,,,,,,,
350525,福建省,泉州市,永春县,县长,20,,蔡萌芽,b2a9edb7f8caea8dee3b2d5d76cb5ce6b6cbe226,2011.06-至今,8265,女,汉族,,1967.07,,,,
350525,福建省,泉州市,永春县,县委书记,19,,王远东,e4500514b3cf12d00bb6d0697a4e7bdb510d9978,2009.09-2011.06,15087,男,汉族,福建晋江,1955.07,,,,
350525,福建省,泉州市,永春县,县委书记,19,,林锦明,1479bcc98d22ba96c17fcf46d33c895497d0c3a0,2011.06-至今,11961,男,汉族,福建省泉港区,1962.05,,,,
350526,福建省,泉州市,德化县,县长,20,,毛票,74001c2092889fd6a68841e86720b589453cb2e2,1919.11-1950.06,3881,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,仲兆成,29c503d3c8094abab0c201ad423aa22058d70cd9,1950.06-1951.06,17876,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,路湘云,f82b9238e001efba73c25e0ab0104e6274ec8068,1951.06-1951.07,3620,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,代,高珍,39b444cb88389e0aadeaa474150258ebec791305,1951.07-1951.12,1236,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,白磐夫,57719efbbfbb613242c686b704cafb3a894fd2aa,1951.12-1952.06,8136,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,李文华,e4458fe2f8a9035f04d49e2d14285f321f4edf71,1952.06-1954.07,2669,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,孙安国,aecef169b3e457308792618942c04051fb6ed086,1955.06-1956.12,14013,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,梁吉平,d5fd5baa48607bd7810c5693406b582d416a3524,1956.12-1958.05,11830,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,林金榜,cebf0f1206b14040c089b3f144a8831257cf6c64,1958.05-(未到职),11958,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,李文华,e4458fe2f8a9035f04d49e2d14285f321f4edf71,1959.02-1968.04,2669,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,王锡芳,b7a8b4a33abf13be502ad35afd8dad44519c18ca,1968.05-1970.10,14940,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,蔡锦英,5c4e0dd343fdab910698f2e7a32d92627dcad1f9,1970.10-1972.12,136,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,施海滨,0967cbb03f1333e6c71f6799eef83c06bdebdbe3,1972.12-1973.07,4377,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,马三聘,656a0eeec70fd1a44a32cb3ba4191e4f707a14ed,1973.07-1977.01,3821,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,范秉炫,576444dad9b8846faccb751d09ed39ace27688fb,1977.11-1979.11,1001,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,郑玉约,f3a4d88667444cb85d53ff5d9206ec8026096ff2,1979.11-1980.06,5194,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,颜美斯,4e2549b39a010f1d2de479776e8c074c499487e4,1980.06-1983.11,6636,男,,福建永春,1931.02,,,,
350526,福建省,泉州市,德化县,县长,20,,郑来兴,fbc98e8268844950d576bd76fc9ce8b28aef97d5,1983.11-1991.01,5496,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,傅镛望,7e60655c5479bea54df02254a8f6b260f8068e92,1991.01-,9598,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,李辉跃,3d15ac58a1a0817661ecfae436f674b7fe9ae84b,2004.01-2011.06,2391,男,汉族,福建泉州石狮,1966.02,1991.06,,,
350526,福建省,泉州市,德化县,县长,20,代,欧阳秋虹,39b9c9871a012f3ba7c37ea83e36224ac0d05313,2011.06-2011.12,4027,,,,,,,,
350526,福建省,泉州市,德化县,县长,20,,欧阳秋虹,39b9c9871a012f3ba7c37ea83e36224ac0d05313,2011.12-至今,4027,,汉族,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,张连,087f30ec4f22dee8defe7178b437bf620987e5db,1949.11-1950.02,7500,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,路湘云,f82b9238e001efba73c25e0ab0104e6274ec8068,1950.02-1952.08,3620,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,曹利正,e71859117c78b050967b37ff85ae07cb8288a05c,1953.08-1955.06,8321,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,孙文超,ef7512c643eacbb2b06dbb8f8729a94ef7cc769e,1956.05-1957.12,14116,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,郭全明,cb7f5fcce3aed1681c72d43b4e9221e2d92e34c8,1957.12-1964.11,9913,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,代,白全贵,6ed426db3f82ee7bc49cd5e798d7dcb5319ad1f9,1964.11-1968.04,8140,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,蔡锦英,5c4e0dd343fdab910698f2e7a32d92627dcad1f9,1971.07-1972.12,136,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,施海滨,0967cbb03f1333e6c71f6799eef83c06bdebdbe3,1972.12-1973.07,4377,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,马三聘,656a0eeec70fd1a44a32cb3ba4191e4f707a14ed,1973.07-1977.11,3821,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,范秉炫,576444dad9b8846faccb751d09ed39ace27688fb,1977.11-1979.11,1001,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,郑玉约,f3a4d88667444cb85d53ff5d9206ec8026096ff2,1979.11-1983.11,5194,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,颜美斯,4e2549b39a010f1d2de479776e8c074c499487e4,1983.11-1987.12,6636,男,,福建永春,1931.02,,,,
350526,福建省,泉州市,德化县,县委书记,19,,梁奕川,84306c2b65906219aea31ca9520080e76502c2ec,1987.12-1990.08,2933,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,郑来兴,fbc98e8268844950d576bd76fc9ce8b28aef97d5,1990.09-,5496,,,,,,,,
350526,福建省,泉州市,德化县,县委书记,19,,陈全顺,7a5e5fd3d37f53b061c77c9e55962d58d822a77f,2005.06-2010.07,8662,男,汉族,,1955.01,,,,
350526,福建省,泉州市,德化县,县委书记,19,,李辉跃,3d15ac58a1a0817661ecfae436f674b7fe9ae84b,2010.07-2011.06,2391,男,汉族,福建泉州石狮,1966.02,1991.06,,,
350526,福建省,泉州市,德化县,县委书记,19,,吴深生,4c732d54a4a763294a16fa77a88b910d516d5637,2011.06-至今,15433,男,汉族,福建平和,1966.11,,,,
350527,福建省,泉州市,金门县,县长,20,,梁新民,85d223dcc3121364ffd9d2ee2c7ae617dd927211,,11870,,,福建南安,,1942.06,,,
350527,福建省,泉州市,金门县,县长,20,,陈奕东,b51cd079e9cfb82ffacc361bc1ce8bfbb225962b,,8801,,,,,,,,
350581,福建省,泉州市,石狮市,市长,6,,黄南康,6bd1895f237b909f972518d01106f6a80614fa86,2010.01-2012.05,1795,男,汉族,,1963.03,,,,
350581,福建省,泉州市,石狮市,市长,6,代,张贻山,7c091fb3027ce32a0f80fab79da6f5bdd0ccc520,2012.05-2012.12,7745,男,汉族,,1961.11,1985,,,
350581,福建省,泉州市,石狮市,市长,6,,张贻山,7c091fb3027ce32a0f80fab79da6f5bdd0ccc520,2012.12-至今,7745,男,汉族,,1961.11,1985,,,
350581,福建省,泉州市,石狮市,市委书记,5,,许维泽,439e9d065458983322699c04732a1d6b508b7a7e,2010.05-2011.06,6549,男,汉族,福建南安,1961.12,1983.07,,,
350581,福建省,泉州市,石狮市,市委书记,5,,张永宁,6668aa7e67386d8f7a1a8096f11a2b7a6bb0ea26,2011.06-至今,17373,男,汉族,福建晋江,1967.1,1992.06,,,
350582,福建省,泉州市,晋江市,市长,6,,许集美,dfe94bcaa5118eb20b3168f6459404dbe6f18107,1949.09-1951.01,6520,,,福建晋江,1924.08,1939,,,
350582,福建省,泉州市,晋江市,市长,6,,高霆,21d3229d88af64dfc55dc4d972c59bf85b46ce6f,1951.01-1952.06,1209,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,宁殿魁,e98a390003fdf89e2b69f4ac1b59e99579569e95,1952.07-1954.07,3996,,,河北省内丘县永安乡,1915.1,1939.1,,,
350582,福建省,泉州市,晋江市,市长,6,,温秀山,411f4274eab71afae1408ebfac3375f500f23da1,1954.07-1955.10,5145,,,武安,,1946,,,
350582,福建省,泉州市,晋江市,市长,6,,刘基固,daff5d607a881c30e801f659f9dd01c69840b061,1955.10-1956.10,12170,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,朱义振,03aa62c0a0e45eaff83827bf36fcd5f9ed67cfcf,1956.11-1960.06,18138,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,杨维辉,a8e0b3384222241b0cae7d96a34fefd6097e69f9,1960.06-1968.10,16321,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,彭维新,3cdf01a98a751f34142f9ea6d0c6167606488adb,1968.10-1969.04,13363,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,王兰斋,008d64902e95557b129c679cba45244f9b3fe25a,1969.04-1969.10,4607,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,马良斌,d8cbe3ae1f69cd3229314abaa1c25e2ac0659ed1,1969.10-1969.12,12908,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,王兰斋,008d64902e95557b129c679cba45244f9b3fe25a,1969.12-1972.12,4607,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,庄炎林,ec65cb2f0a098223f24b3bd9c6933838b2ab5252,1972.12-1974.01,5435,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,朱议斌,6afa1b77887adbd9e2aaa31c04aaf0ad85ce7210,1974.01-1976.01,18139,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,杨宝煊,9ca392f31ff8b8646282204fbe5c3aac86d211f3,1976.12-1977.06,6653,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,高佐贤,0dfb1b8b63682419e235f32b5d699b070c327036,1977.06-1980.12,1239,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,陈渊源,e99fb729550d57eee53140a501e900894ba10432,1980.12-1983.11,8833,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,王孝览,bef34d1226b503dbf95dc4c3f40d5a0a4f6c12fc,1983.11-1984.11,14972,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,吴彦南,b7b5ad97202bdf767fae672911adaabdceec9783,1984.11-1987.09,15476,,,,,,,,
350582,福建省,泉州市,晋江市,市长,6,,施永康,ea63a8016c241878540158aba8387b5086087f93,1987.10-1991.01,4380,男,汉族,福建晋江,1945.01,1975.09,,,
350582,福建省,泉州市,晋江市,市长,6,,何锦龙,c83224ca12da053afa20bb6790da204078bdebff,1991.01-,1514,男,汉族,福建惠安,1947.12,,,,
350582,福建省,泉州市,晋江市,市长,6,代,尤猛军,5f44921a2c8dc242da1c45672541bef24c484170,2009.05-2010.01,7024,男,,永春县,1962.07,,,,
350582,福建省,泉州市,晋江市,市长,6,,尤猛军,5f44921a2c8dc242da1c45672541bef24c484170,2010.01-2011.01,7024,男,汉族,永春县,1962.07,,,,
350582,福建省,泉州市,晋江市,市长,6,,刘文儒,5cf72294f196af51314e23cf818cc6181cbccd53,2011.01-至今,12356,男,汉族,福建德化,1963.02,1988.07,,,
350582,福建省,泉州市,晋江市,市委书记,5,,张格心,469eac5bab1a9a0f9876b80be9d3e48604a89c89,1949.09-1950.04,7283,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,代,黄仁伟,355e69d840256fe581e43569f408ceedae357be4,1950.05-1950.12,1811,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,张平,963e09a298883538c9ef5d21b0f302b252493b3e,1950.12-1952.04,7529,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,尚书翰,fce66591e30ef121865ac42c108943110b49e641,1952.04-1954.06,4308,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,王继堂,b4038973ccf3b63a56bc80abe2d0c9770101c55c,1954.06-1954.07,5993,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,梁子新,77dd5faef583215200d697467e0e3ad8076eb022,1956.03-1957.10,2945,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,庄炎林,ec65cb2f0a098223f24b3bd9c6933838b2ab5252,1957.10-1958.07,5435,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,梁子新,77dd5faef583215200d697467e0e3ad8076eb022,1958.08-1964.05,2945,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,宋振林,0d81d928c05d37c7c1899397336abb2f7965b719,1964.05-1968.10,4517,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,代,贾林,a93283df971f36f18edb71df61547606624f9b37,1966.10-1968.10,1958,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,王斋,7a1e71b7d0c9a188e76327e0c127e0eaf5fdd024,1970.06-1972.12,15103,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,庄炎林,ec65cb2f0a098223f24b3bd9c6933838b2ab5252,1972.12-1974.01,5435,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,朱义斌,6afa1b77887adbd9e2aaa31c04aaf0ad85ce7210,1974.01-1976.01,5402,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,杨宝煊,9ca392f31ff8b8646282204fbe5c3aac86d211f3,1976.12-1977.06,6653,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,高佐贤,0dfb1b8b63682419e235f32b5d699b070c327036,1977.06-1981.01,1239,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,胡美金,24c01215740fa368edfa5d36639c5ec935e98ffd,1981.01-1982.09,10353,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,郑炳山,8da95c9bd128f1a5375d7ab973ce24c074e7618e,1982.09-1983.11,17723,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,齐世和,7e9c8fefe686ab5035923cbce85feefd9ffff491,1983.11-1987.06,13410,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,尤垂镇,5a41b0470011669e294f8fc937fba397ad29c45f,1987.06-1990.09,16577,,,,,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,施永康,ea63a8016c241878540158aba8387b5086087f93,1990.09-,4380,男,汉族,福建晋江,1945.01,1975.09,,,
350582,福建省,泉州市,晋江市,市委书记,5,,尤猛军,5f44921a2c8dc242da1c45672541bef24c484170,2010.05-2012.03,7024,男,汉族,永春县,1962.07,,,,
350582,福建省,泉州市,晋江市,市委书记,5,,陈荣法,1be4fe219212cf0fc5c721eeb29fcb0ae4f2377a,2012.03-至今,486,男,汉族,,1966.07,,,,
350583,福建省,泉州市,南安市,市长,6,,邵永仕,47325134aefbfa3d59f152eef4bb00139e79cb6c,1949.09-1949.12,13695,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,马鸣琴,43382a2817091320c82fb950faa8b350b958f845,1949.12-1952.06,3804,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,白盘夫,57719efbbfbb613242c686b704cafb3a894fd2aa,1952.06-1952.08,8135,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,赵登英,0fdf1746b0a36008076205ef0f0d92ca2399489d,1952.08-1954.05,7855,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,杨景怀,87a7b67444e6689bbba5a04c1c295715dec43a67,1954.05-1955.02,16233,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,宁安玉,4ced697e512da1763a2d2190064d3cc3d10465f3,1955.02-1955.10,3995,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,贾林,a93283df971f36f18edb71df61547606624f9b37,1955.10-1956.12,1958,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,郝清华,432f30ba3670cd5898a1169d89615dcb2f9d63d2,1956.12-1958.06,10088,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,贾林,a93283df971f36f18edb71df61547606624f9b37,1958.06-1960.07,1958,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,范秉炫,576444dad9b8846faccb751d09ed39ace27688fb,1960.07-1968.05,1001,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,王贵香,72de2b3bd2b55ec1e8480bf9f10fb6884e5a50a0,1968.05-1968.10,14616,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,王兰斋,008d64902e95557b129c679cba45244f9b3fe25a,1968.10-1968.12,4607,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,陈天必,14b18bc426bd4bf1f804afb566be8abdb30a37ee,1968.12-1972.01,519,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,杨寿芝,a39fff4dc6aa9f62b2c8afa756dcdc8fd4c2467e,1972.01-1973.06,6815,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,施海滨,0967cbb03f1333e6c71f6799eef83c06bdebdbe3,1973.06-1978.06,4377,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,段英力,69edaea868cf4540428bc9823100f681a567b9ca,1978.06-1979.11,975,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,黄紫侯,0d792adf2f5097e23f485ae0d671e1fb7a05a2d8,1979.11-1980.12,1912,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,黄通兴,8104c6984a66fe391ecaf3059a0091bf1e6fd438,1980.12-1983.05,10570,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,王重庆,0a5e358cf8e3be2063d4dd1c662cbb5a4098f7ca,1984.01-1987.06,15161,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,余茂桂,e797a15f4a6909083808c5f4fd3dfcf1ec696a62,1987.06-1990.05,16682,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,颜波,4ea1fcc1cb09bb7c3dab8f5994199922c0215160,1990.05-,16104,,,,,,,,
350583,福建省,泉州市,南安市,市长,6,,陈荣法,1be4fe219212cf0fc5c721eeb29fcb0ae4f2377a,2005.06-2011.06,486,男,汉族,,1962.1,,,,
350583,福建省,泉州市,南安市,市长,6,代,王春金,3261ca95ec1f14550fce252864f17de9800489fb,2011.07-2011.12,5884,男,汉族,德化,1962.08,1987.06,,,
350583,福建省,泉州市,南安市,市长,6,,王春金,3261ca95ec1f14550fce252864f17de9800489fb,2011.12-2015.09,5884,男,汉族,德化,1962.08,1987.06,,,
350583,福建省,泉州市,南安市,市长,6,代,林荣忠,b0750f37c24b7a2bbbd55498f3b99fc40df4fe80,2015.09-至今,11984,男,,泉州泉港,1964.04,,,,
350583,福建省,泉州市,南安市,市委书记,5,,高华杰,8231b59391325f352ffedf26a6e05eb193f6103f,1949.09-1952.03,1187,,,,,,,,
350583,福建省,泉州市,南安市,市委书记,5,,马鸣琴,43382a2817091320c82fb950faa8b350b958f845,1952.06-1952.10,3804,,,,,,,,
350583,福建省,泉州市,南安市,市委书记,5,,朱坤三,0e788f5bfc1325fdd8c7cde71ceb1ae18661ca63,1953.03-1955.04,18282,,,,,,,,
