Arcd ,Prvn,Pftn,Pst,Pstcd,Pstrm,Name,Hash_Key,Term,Offcd ,Gender ,Eth ,Bthp,Bthd,Jnpdt
区域代码,省级名称,地市级名称,职位,职位代码,职位备注,官员姓名,搜索键,任期期间,官员代码,性别,民族,籍贯,出生日期,入党时间
130100,河北省,石家庄市,市长,6,,柯庆施,0375b2653bc86c962b7b6f26aad4f893a9cfb365,1947.11-1949.04,0000002156,男,,安徽歙县,1902.07,1922.00
130100,河北省,石家庄市,市长,6,,刘秀峰,275f295c644ec227c455ac06fcf2398ead93a2a5,1949.04-1949.10,0000003405,,,台鱼乡寨子村,,
130100,河北省,石家庄市,市长,6,,毛铎,1aaa0ca836a8fedd88e0e032b20abc4019767ebf,1949.10-1951.12,0000003877,男,汉族,,,
130100,河北省,石家庄市,市长,6,,臧伯平,18e4d4497ca7f8c5f522d9d88c523569a4aa9afa,1951.12-1952.06,0000016819,男,汉族,直隶(今河北)唐县,,1931.00
130100,河北省,石家庄市,市长,6,,康修民,ce64f05cbcd70b3ee799e7f24206a32b16abdfe1,1952.06-1956.12,0000002152,,,河北省深州市大堤镇东李窝村,,
130100,河北省,石家庄市,市长,6,,苏应明,1f9b742127edc67936fcb3b7e0aa5ec0f6ef691a,1956.12-1958.05,0000005516,,,,,
130100,河北省,石家庄市,市长,6,,马赋广,6a23dcf5d4f48e69bdc6e54135416e36be7cde65,1958.05-1960.02,0000012874,,,河北省深县商村,1915.00,
130100,河北省,石家庄市,市长,6,,张屏东,5455c6584ebc0822982ec7675e6805f430f1704b,1960.02-1961.06,0000017151,,汉族,,,
130100,河北省,石家庄市,市长,6,代,吴双霖,546ea10756a8685bc3d1d1f3ccbc5cb5f6403b4d,1961.06-1963.05,0000015441,,,,,
130100,河北省,石家庄市,市长,6,,王布云,90b6dcdc22dbfbaa3bd384d1436f40fdde1079dd,1963.05-,0000014505,,,,,
130100,河北省,石家庄市,市长,6,,刘庆林,1af23127e92fb314c6f3cc9e7cf300d3b315f486,-1966.08,0000012277,,,,,
130100,河北省,石家庄市,市长,6,代,贾然,e6b7576643a50472a11912224741dbb87e7923f7,1966.08-1967.12,0000001962,,汉族,,,
130100,河北省,石家庄市,市长,6,革委会主任,刘炎田,78277f3bbcca349499b8235add9f45c0f140781a,1967.12-1973.03,0000012410,,汉族,,,
130100,河北省,石家庄市,市长,6,,苏应明,1f9b742127edc67936fcb3b7e0aa5ec0f6ef691a,1973.03-1975.11,0000005516,,,,,
130100,河北省,石家庄市,市长,6,革委会主任,庞钧,94cc5f9cacdfa1aef20e2ef19e8af4c670932214,1973.03-1975.11,0000004071,,,安仁镇东庞桥村,1914.00,
130100,河北省,石家庄市,市长,6,革委会主任,张建尧,05efee25ce28d5cb2a37a7f6a78c528ff07fc57c,1975.11-1979.04,0000007424,,汉族,,,
130100,河北省,石家庄市,市长,6,,贾然,e6b7576643a50472a11912224741dbb87e7923f7,1979.04-1982.08,0000001962,,,,,
130100,河北省,石家庄市,市长,6,,刘力夫,405cafc1c780529791e0acb215143f5b6dd6d200,1982.08-1983.09,0000012230,,,,,
130100,河北省,石家庄市,市长,6,,王葆华,57855d2025acca7ec43cc5e2fd929ca91273c480,1983.09-1988.05,0000014496,,汉族,,,
130100,河北省,石家庄市,市长,6,,罗植龄,ba6c552980d5973cb49e47cb6893058b4cfd0cea,1988.05-1990.08,0000012777,,,,,
130100,河北省,石家庄市,市长,6,,沈志峰,8c3dcde2cdb12f2af0f92ad8fed83288f0025746,1990.08-1997.12,0000013747,,,,,
130100,河北省,石家庄市,市长,6,,张二辰,1f8f6b22c1f5b29dfe1240e6f0302d95609bfae8,1997.12-2000.02,0000016933,,,,1948.00,
130100,河北省,石家庄市,市长,6,代,臧胜业,92c30f079bf7cd663c51125d9fbcf4302dfc4498,2000.02-2001.02,0000007158,男,汉族,山东胶州,1951.02,1973.07
130100,河北省,石家庄市,市长,6,,臧胜业,92c30f079bf7cd663c51125d9fbcf4302dfc4498,2001.02-2005.03,0000007158,男,汉族,山东胶州,1951.02,1973.07
130100,河北省,石家庄市,市长,6,代,吴显国,fc7bf242840710bcedccc54490d0b0763e812f7c,2005.03-2005.06,0000006142,男,汉族,三河,1956.08,1980.03
130100,河北省,石家庄市,市长,6,,吴显国,fc7bf242840710bcedccc54490d0b0763e812f7c,2005.06-2006.11,0000006142,男,汉族,三河,1956.08,1980.03
130100,河北省,石家庄市,市长,6,代,冀纯堂,589700105fc64ae55b98a96e800c682cce840b4f,2006.12-2007.01,0000001945,男,汉族,河北成安,1953.01,1983.10
130100,河北省,石家庄市,市长,6,,冀纯堂,589700105fc64ae55b98a96e800c682cce840b4f,2007.01-2008.09,0000001945,男,汉族,河北成安,1953.01,1983.10
130100,河北省,石家庄市,市长,6,代,艾文礼,37b666cf83b6fd1fd1b516495e9f9c5131cbb607,2008.09-2009.01,0000000023,男,汉族,唐山,1955.03,1978.11
130100,河北省,石家庄市,市长,6,,艾文礼,37b666cf83b6fd1fd1b516495e9f9c5131cbb607,2009.01-2011.12,0000000023,男,汉族,唐山,1955.03,1978.11
130100,河北省,石家庄市,市长,6,代,姜德果,caae4850798b78fa9312a831faf2110b7a75aba2,2011.12-2012.01,0000002022,男,汉族,阜城,1957.01,1984.12
130100,河北省,石家庄市,市长,6,,姜德果,caae4850798b78fa9312a831faf2110b7a75aba2,2012.01-2013.02,0000002022,男,汉族,阜城,1957.01,1984.12
130100,河北省,石家庄市,市长,6,代,王亮,1dd48ceeed00af9cb9bb06fae67b3fef46dff42a,2013.02-2013.04,0000004626,男,汉族,河北承德县,1958.10,1985.03
130100,河北省,石家庄市,市长,6,,王亮,1dd48ceeed00af9cb9bb06fae67b3fef46dff42a,2013.04-2015.07,0000004626,男,汉族,河北承德县,1958.10,1985.03
130100,河北省,石家庄市,市长,6,代,邢国辉,83d556cb174b53fd306cf56bc81720e48e52cfbc,2015.07-2015.09,0000006389,男,汉族,河北正定,1961.03,1984.09
130100,河北省,石家庄市,市长,6,,邢国辉,83d556cb174b53fd306cf56bc81720e48e52cfbc,2015.09-至今,0000006389,男,汉族,河北正定,1961.03,1984.09
130100,河北省,石家庄市,市委书记,5,,刘秀峰,275f295c644ec227c455ac06fcf2398ead93a2a5,1948.06-1949.02,0000003405,,,台鱼乡寨子村,,
130100,河北省,石家庄市,市委书记,5,,毛铎,1aaa0ca836a8fedd88e0e032b20abc4019767ebf,1949.02-1951.09,0000003877,男,汉族,,,
130100,河北省,石家庄市,市委书记,5,第一书记,康修民,ce64f05cbcd70b3ee799e7f24206a32b16abdfe1,1960.02-1966.08,0000002152,男,,河北省深州市大堤镇东李窝村,,
130100,河北省,石家庄市,市委书记,5,第一书记,庞钧,94cc5f9cacdfa1aef20e2ef19e8af4c670932214,1969.10-1976.05,0000004071,,,安仁镇东庞桥村,1914.00,
130100,河北省,石家庄市,市委书记,5,第一书记,张建尧,05efee25ce28d5cb2a37a7f6a78c528ff07fc57c,1976.05-1981.07,0000007424,,汉族,,,
130100,河北省,石家庄市,市委书记,5,,贾然,e6b7576643a50472a11912224741dbb87e7923f7,1981.07-1988.09,0000001962,,汉族,,,
130100,河北省,石家庄市,市委书记,5,,李海峰,c1c4e19fc2d0a8a3cfa097a30c11c04e81d8f37b,1988.09-1993.04,0000011298,女,汉族,河北乐亭,1949.02,1970.04
130100,河北省,石家庄市,市委书记,5,,赵金铎,ab3d60c7b9c980597026bc87cd1818c1046442ca,1993.04-1997.12,0000017568,,,河北沧州市,1943.02,1979.12
130100,河北省,石家庄市,市委书记,5,,陈来立,e27d9636319155212ba580371ab786af1e1ddb98,1997.12-2001.06,0000000428,男,,河北省博野县,1943.00,
130100,河北省,石家庄市,市委书记,5,,吴振华,6a916bc55fc1cec56583fd6dd7ff83b2ba1b9150,2001.06-2006.09,0000006173,男,汉族,河北省玉田县,1946.07,1972.05
130100,河北省,石家庄市,市委书记,5,,吴显国,fc7bf242840710bcedccc54490d0b0763e812f7c,2006.11-2008.09,0000006142,男,汉族,三河,1956.08,1980.03
130100,河北省,石家庄市,市委书记,5,,车俊,e482fb2c9c5df9f3960776b1772a3e205b4556b9,2008.09-2010.05,0000000245,男,汉族,安徽巢湖,1955.07,1973.12
130100,河北省,石家庄市,市委书记,5,,孙瑞彬,66f303f25c1f664dafd2592add108f8848f4c502,2010.08-至今,0000005591,男,汉族,昌黎,1959.09,1985.05
130200,河北省,唐山市,市长,6,市军管会主任,闫达开,9553bb0be38713e88002502ccd8f4af08cde9817,1948.12-1949.06,0000006598,,,,,
130200,河北省,唐山市,市长,6,,李一夫,da49c54017af41fa53d06debe6dad84a0b381352,1949.06-1952.01,0000011667,男,,,,1933.01
130200,河北省,唐山市,市长,6,代,闫达开,9553bb0be38713e88002502ccd8f4af08cde9817,1952.01-1952.05,0000006598,,,,,
130200,河北省,唐山市,市长,6,,李力果,88b74802eead66b628b7e0e759e32ebc9100e8a8,1952.05-1953.09,0000002497,,,陕西米脂,,
130200,河北省,唐山市,市长,6,,权哲民,62b7e18829400b4382a984cbcbade68c1eb4ed11,1953.09-1958.06,0000013554,,,完县,,1938.00
130200,河北省,唐山市,市长,6,,冀华,45c4a0a58d399ee407b2a2e4a3cabf7e7e1072c7,1958.06-1959.06,0000010708,,,,,
130200,河北省,唐山市,市长,6,,张文浩,8cc61e072c7bc5e36a6769a50285d123373ea3ed,1959.06-1961.05,0000017270,,,,,
130200,河北省,唐山市,市长,6,,白芸,7afd6a9ce2aaedb8533ca31c3c969ab9c37f3a47,1961.05-1967.01,0000008161,女,,河北定州,1909.00,1933.00
130200,河北省,唐山市,市长,6,,刘立国,4ed191c2d2e8bc39941362c4686371f8e7e3ade5,1965.03-1966.09,0000012233,,,,,
130200,河北省,唐山市,市长,6,,李镇平,a76a0ef29b7c2fc4747f72b7a695a9fd4f24cc8c,1966.09-1967.01,0000011747,,,,,
130200,河北省,唐山市,市长,6,革委会主任,朱松岭,749a4d33d3c1c8166699824901de61556afa6843,1968.01-1973.05,0000005380,,,,,
130200,河北省,唐山市,市长,6,革委会主任,许家信,dc2b2fe768b1a823f016cebc836f087866e263d9,1974.02-1978.12,0000006524,,,,,
130200,河北省,唐山市,市长,6,革委会主任,苏峰,6ab0e81633b37a78f726070807634f5929abf9c8,1979.01-1979.07,0000018453,,,,,
130200,河北省,唐山市,市长,6,革委会主任,张乾,176e2e96812d4d6a8bf87b7622f94bf26a4a24f7,1979.07-1982.10,0000017165,,,,,
130200,河北省,唐山市,市长,6,,杜静波,b624fa3ee96f7c13cbb926acc4452ff0a67876bd,1982.10-1984.09,0000009305,,汉族,河北滦南,1929.12,1947.07
130200,河北省,唐山市,市长,6,,张景成,17df8365705897ed9c1941d2e7794049323bba01,1984.09-1988.03,0000017061,,,,,
130200,河北省,唐山市,市长,6,,陈立友,b03c4cf6aa78fd052309cf5d59493eb7780e8b0c,1988.03-1990.11,0000000431,男,汉族,天津宝坻,1934.10,
130200,河北省,唐山市,市长,6,,刘景昌,b281d889a0f8cde481f9f69d28e374781d328c97,1990.11-1993.03,0000012205,,,,,
130200,河北省,唐山市,市长,6,,梁志忠,e22639ca63b662bf1bd2d38ae10f547e017aa2a0,1993.03-1994.12,0000002943,,,,,
130200,河北省,唐山市,市长,6,代,张和,6226d1722843f6569809abae8798c5dcb352a68f,1994.12-1995.03,0000007357,男,汉族,河北迁西,1950.12,1978.01
130200,河北省,唐山市,市长,6,,张和,6226d1722843f6569809abae8798c5dcb352a68f,1995.03-2002.12,0000007357,男,汉族,河北迁西,1950.12,1978.01
130200,河北省,唐山市,市长,6,,张耀华,bfc3b1f806b9dd0ace498e9a877e5c317b4d99d6,2002.12-2006.09,0000007736,男,汉族,河北遵化,1948.10,1972.12
130200,河北省,唐山市,市长,6,,张国栋,f84d82b39c8faade0a57a817fc5f5eb2907de7db,2006.09-2008.02,0000007307,男,汉族,河北任丘,1951.05,1979.05
130200,河北省,唐山市,市长,6,代,陈国鹰,b772f972100be225d5cd08e10e68143993d1b732,2008.02-2008.03,0000000340,男,汉族,湖南省衡阳市祁东县,1957.05,1988.04
130200,河北省,唐山市,市长,6,,陈国鹰,b772f972100be225d5cd08e10e68143993d1b732,2008.03-2011.01,0000000340,男,汉族,湖南省衡阳市祁东县,1957.05,1988.04
130200,河北省,唐山市,市长,6,代,郑雪碧,a5c238ce9c1a3424a8affabca985f19c1711713d,2011.01-2011.03,0000005185,男,汉族,,1958.02,
130200,河北省,唐山市,市长,6,,郑雪碧,a5c238ce9c1a3424a8affabca985f19c1711713d,2011.03-2013.02,0000005185,男,汉族,,1958.02,
130200,河北省,唐山市,市长,6,代,陈学军,0567710cb0dbbdf7c05dfcaeb0e1eea4bde4ace8,2013.02-2013.04,0000000565,男,汉族,江苏宝应,1959.06,1987.10
130200,河北省,唐山市,市长,6,,陈学军,0567710cb0dbbdf7c05dfcaeb0e1eea4bde4ace8,2013.04-2015.06,0000000565,男,汉族,江苏宝应,1959.06,1987.10
130200,河北省,唐山市,市长,6,代,丁绣峰,470d0ae82cb61856c29b0d7ca4b70754ecf5f62a,2015.06-2015.09,0000000866,男,汉族,河北平乡,1965.03,1984.08
130200,河北省,唐山市,市长,6,,丁绣峰,470d0ae82cb61856c29b0d7ca4b70754ecf5f62a,2015.09-至今,0000000866,男,汉族,河北平乡,1965.03,1984.08
130200,河北省,唐山市,市委书记,5,市委书记,阎达开,9553bb0be38713e88002502ccd8f4af08cde9817,1948.11-1949.07,0000016087,,,乐亭县樊家坨村,1913.00,
130200,河北省,唐山市,市委书记,5,,吴德,f485e9e96c17d4c65aebb2915e181f37fc6b448f,1949.07-1950.03,0000006078,,,河北丰润,1913.00,
130200,河北省,唐山市,市委书记,5,,李力果,88b74802eead66b628b7e0e759e32ebc9100e8a8,1950.03-1956.03,0000002497,,,陕西米脂,,
130200,河北省,唐山市,市委书记,5,,刘汉生,98a495836bd875434598fe82ced7e30f0374d816,1956.03-1956.05,0000003177,,汉族,河南省内黄县陆村乡千口村,1910.00,1927.06
130200,河北省,唐山市,市委书记,5,第一书记,刘汉生,98a495836bd875434598fe82ced7e30f0374d816,1956.05-1958.04,0000003177,,汉族,河南省内黄县陆村乡千口村,1910.00,1927.06
130200,河北省,唐山市,市委书记,5,第一书记,杨远,921c779f821c8e93ccb9ccc87cef98092cbacd98,1958.04-1959.06,0000006898,,,广东大埔,1916.00,
130200,河北省,唐山市,市委书记,5,第一书记,马力,8d761c3c9994f699468756aad679eee1c261ae5b,1959.06-1961.05,0000003791,,汉族,天津蓟县,1916.03,1938.05
130200,河北省,唐山市,市委书记,5,第一书记,张伯英,ec0c41c07bed03e2f45405c8f94b0a9f3dce43ea,1961.05-1962.03,0000016888,,,,,
130200,河北省,唐山市,市委书记,5,第一书记,杨远,921c779f821c8e93ccb9ccc87cef98092cbacd98,1962.03-1967.01,0000006898,,,广东大埔,1916.00,
130200,河北省,唐山市,市委书记,5,第一书记,许家信,dc2b2fe768b1a823f016cebc836f087866e263d9,1967.01-1968.01,0000006524,,,,,
130200,河北省,唐山市,市委书记,5,革委会主任,许家信,dc2b2fe768b1a823f016cebc836f087866e263d9,1968.01-1968.08,0000006524,,,,,
130200,河北省,唐山市,市委书记,5,,朱松岭,749a4d33d3c1c8166699824901de61556afa6843,1968.08-1971.01,0000005380,,,,,
130200,河北省,唐山市,市委书记,5,,许家信,dc2b2fe768b1a823f016cebc836f087866e263d9,1971.01-1979.01,0000006524,,,,,
130200,河北省,唐山市,市委书记,5,,苏峰,6ab0e81633b37a78f726070807634f5929abf9c8,1979.01-1980.10,0000018453,,,,,
130200,河北省,唐山市,市委书记,5,副第一书记,杨远,921c779f821c8e93ccb9ccc87cef98092cbacd98,1980.10-1983.08,0000006898,,,广东大埔,1916.00,
130200,河北省,唐山市,市委书记,5,,曹振刚,7beba19b208991eeb737e9a14097d25af5993f82,1983.08-1984.05,0000008345,,,,,
130200,河北省,唐山市,市委书记,5,,岳岐峰,a628b0e3cd936542234ecfe69dc988db8ef31baa,1984.05-1986.08,0000016799,男,,河北大名张集乡张集村,1931.12,1945.01
130200,河北省,唐山市,市委书记,5,,刘善祥,81ca23078a27e4fa230fb6102f39f76481c81414,1986.09-1990.05,0000003329,男,汉族,河北唐县,1930.05,
130200,河北省,唐山市,市委书记,5,,陈立友,b03c4cf6aa78fd052309cf5d59493eb7780e8b0c,1990.05-1991.05,0000000431,男,汉族,天津宝坻,1934.10,
130200,河北省,唐山市,市委书记,5,,郑宝林,869ce4a19c246fffdd187ee4f59d7b216d3b88ae,1991.05-1993.03,0000017719,男,汉族,,1941.10,
130200,河北省,唐山市,市委书记,5,,张士儒,3bf544220f6fa78dd1a4131bf913118a256225ba,1993.03-1994.12,0000007585,男,汉族,河北乐亭,,1966.01
130200,河北省,唐山市,市委书记,5,,梁志忠,e22639ca63b662bf1bd2d38ae10f547e017aa2a0,1994.12-1997.12,0000002943,,,,,
130200,河北省,唐山市,市委书记,5,,白润璋,73a2788425c3058d06bfbab4b6cada3ad70eee88,1997.12-2002.12,0000000067,男,汉族,河北石家庄,,1975.01
130200,河北省,唐山市,市委书记,5,,张和,6226d1722843f6569809abae8798c5dcb352a68f,2002.12-2006.10,0000007357,男,汉族,河北迁西,1950.12,1978.01
130200,河北省,唐山市,市委书记,5,,赵勇,a6735421d04f7bc4c792c89c3a9240a270369e52,2006.11-2010.08,0000008008,男,汉族,湖南益阳,1963.01,1982.06
130200,河北省,唐山市,市委书记,5,,王雪峰,67a9dd9279e0f0b86dfec9c9802de2da0c3e0175,2010.08-2013.02,0000004895,男,汉族,永年,1954.11,1973.03
130200,河北省,唐山市,市委书记,5,,姜德果,caae4850798b78fa9312a831faf2110b7a75aba2,2013.02-2014.09,0000002022,男,汉族,阜城,1957.01,1984.12
130200,河北省,唐山市,市委书记,5,,焦彦龙,ae4e0ee7cbe24ff44bdff9ed51e3149893f34786,2014.09-至今,0000002088,男,汉族,河北平山,1960.09,1986.12
130300,河北省,秦皇岛市,市长,6,,许斌,3e38a846125dddf5da93f26c65bd7ff483d6ba58,1981.11-1983.07,0000006508,,,,,
130300,河北省,秦皇岛市,市长,6,,张志刚,ae4f0e097e2ef733fb6dba0d5096a80b0594134a,1983.07-1984.04,0000007808,男,汉族,,,
130300,河北省,秦皇岛市,市长,6,代,顾二熊,c924df2d2e312c302b2430306b0d3ce07c950eeb,1984.04-1985.04,0000001295,,,,,
130300,河北省,秦皇岛市,市长,6,,顾二熊,c924df2d2e312c302b2430306b0d3ce07c950eeb,1985.04-1989.04,0000001295,,,,,
130300,河北省,秦皇岛市,市长,6,,丁文斌,14d5b4cbc1506b56ea49a9e23951539474f6e98d,1989.04-1991.04,0000000863,,,湖北省黄陂,1937.09,
130300,河北省,秦皇岛市,市长,6,,王大名,03ca4d8664c2216fea07feea9a705a718b7b6125,1991.05-1993.04,0000005893,,,,,
130300,河北省,秦皇岛市,市长,6,,陈来立,e27d9636319155212ba580371ab786af1e1ddb98,1993.04-1994.11,0000000428,男,,河北省博野县,1943.00,
130300,河北省,秦皇岛市,市长,6,代,赵铁练,530a31a45df721bbfea2ee67b225faedac17a470,1994.11-1994.11,0000007971,男,汉族,河北大城,1944.09,1965.12
130300,河北省,秦皇岛市,市长,6,,赵铁练,530a31a45df721bbfea2ee67b225faedac17a470,1994.11-1999.07,0000007971,男,汉族,河北大城,1944.09,1965.12
130300,河北省,秦皇岛市,市长,6,代,宁金彪,fba36cac9e459a2721b12e78b6dd1c5e933b4a4a,1999.07-2000.02,0000003997,男,汉族,河北魏县,1957.07,
130300,河北省,秦皇岛市,市长,6,,宁金彪,fba36cac9e459a2721b12e78b6dd1c5e933b4a4a,2000.02-2001.10,0000003997,男,汉族,河北魏县,1957.07,
130300,河北省,秦皇岛市,市长,6,代,菅瑞亭,6d448e793936d5ffd51d32da1777d4925320bc32,2001.11-2002.03,0000001981,男,汉族,河南内黄,1952.10,1976.03
130300,河北省,秦皇岛市,市长,6,,菅瑞亭,6d448e793936d5ffd51d32da1777d4925320bc32,2002.03-2008.03,0000001981,男,汉族,河南内黄,1952.10,1976.03
130300,河北省,秦皇岛市,市长,6,代,朱浩文,a28b2972daee5350dacfddba0c0cd52dc3ad30d9,2008.01-2008.03,0000005330,男,汉族,四川威远,1967.02,1986.12
130300,河北省,秦皇岛市,市长,6,,朱浩文,a28b2972daee5350dacfddba0c0cd52dc3ad30d9,2008.03-2013.03,0000005330,男,汉族,四川威远,1967.02,1986.12
130300,河北省,秦皇岛市,市长,6,代,商黎光,c2fa0c4eee59d1ef59ab4608279aa09ef5369270,2013.03-2013.04,0000004301,男,汉族,河北巨鹿,1963.11,1984.06
130300,河北省,秦皇岛市,市长,6,,商黎光,c2fa0c4eee59d1ef59ab4608279aa09ef5369270,2013.04-2014.09,0000004301,男,汉族,河北巨鹿,1963.11,1984.06
130300,河北省,秦皇岛市,市长,6,代,张瑞书,c5c91a3dd104be37169a703c0d7059da4036ac5e,2014.11-2015.02,0000007567,男,汉族,河北献县,1963.08,1987.01
130300,河北省,秦皇岛市,市长,6,,张瑞书,c5c91a3dd104be37169a703c0d7059da4036ac5e,2015.02-至今,0000007567,男,汉族,河北献县,1963.08,1987.01
130300,河北省,秦皇岛市,市委书记,5,,王世煜,dedacb6d80fbd3318310c346c76388d5c0af9b7d,1949.05-1952.02,0000014868,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,王植范,a3e13fc3b718e0a6b1559ab74828c3bad37a3042,1952.02-1952.07,0000005018,,,,,
130300,河北省,秦皇岛市,市委书记,5,,尹哲,98918a9b0f502fcd36317793a144b100bec427de,1952.07-1953.03,0000016570,女,,河北省高阳,1916.12,
130300,河北省,秦皇岛市,市委书记,5,,王植范,a3e13fc3b718e0a6b1559ab74828c3bad37a3042,1953.03-1955.10,0000005018,,,,,
130300,河北省,秦皇岛市,市委书记,5,,苏锋,6ab0e81633b37a78f726070807634f5929abf9c8,1955.10-1958.07,0000013958,,,河北省灵寿县,1918.05,
130300,河北省,秦皇岛市,市委书记,5,,常立木,a8edc5223b92375948c26a40cdcea4f64615f68d,1958.07-1960.02,0000000235,,,,,
130300,河北省,秦皇岛市,市委书记,5,,武学文,0b62dfab213e59bcd0ddfe32bae62d2a9af5d3e1,1960.09-1961.04,0000015551,,,,,
130300,河北省,秦皇岛市,市委书记,5,,丁一,f17c499034b11a8431d5a555debab38606944961,1961.04-1963.09,0000009201,,,,,
130300,河北省,秦皇岛市,市委书记,5,,常立木,a8edc5223b92375948c26a40cdcea4f64615f68d,1962.05-1966.07,0000000235,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,刘抗生,8568d87cc7f011ef06e6ce629dd5f380686afe6a,1966.07-1966.11,0000012222,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,林琦,eecbd0863cc8f166cd31cbe6e9ae5951a8cd00a8,1966.11-,0000011977,,,,,
130300,河北省,秦皇岛市,市委书记,5,,姚宝钱,c98cd7f54e248e135ca9c01587ea44ac386cd4b7,-1969.12,0000016433,,,,,
130300,河北省,秦皇岛市,市委书记,5,,王嘉祥,ac55880b3002d6727f46970639b67016f5da2dc4,1969.12-1973.08,0000014680,,,,,
130300,河北省,秦皇岛市,市委书记,5,,刘琦,898d55a3bd3c20dbe6642a2760519cd620f8260f,1973.08-1978.05,0000003297,,,,,
130300,河北省,秦皇岛市,市委书记,5,,李毅,ee30ffd82594e42d0c24b23731b0d07c0b6d5a8b,1978.05-1980.12,0000002752,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,王维奇,5461062f124c215f2b900adc338e6c9f08460230,1980.12-1981.10,0000004806,,,,,
130300,河北省,秦皇岛市,市委书记,5,,崔西山,a1c8e49de0e2334625ce4debbd10e6b662cf8104,1981.10-,0000009011,,,,1922.05,
130300,河北省,秦皇岛市,市委书记,5,,戴明予,28213aa5e4110a7f68a95f853473d060700c5187,-1985.01,0000009046,,,,,
130300,河北省,秦皇岛市,市委书记,5,,白芸生,0be1f7859c1599e3382149e1b4b70b51580147aa,1985.01-1989.04,0000000079,,,,,
130300,河北省,秦皇岛市,市委书记,5,,顾二熊,c924df2d2e312c302b2430306b0d3ce07c950eeb,1989.04-1991.04,0000001295,,,,,
130300,河北省,秦皇岛市,市委书记,5,,丁文斌,14d5b4cbc1506b56ea49a9e23951539474f6e98d,1991.04-1993.04,0000000863,,,湖北省黄陂,1937.09,
130300,河北省,秦皇岛市,市委书记,5,,王大名,03ca4d8664c2216fea07feea9a705a718b7b6125,1993.04-1994.11,0000005893,,,,,
130300,河北省,秦皇岛市,市委书记,5,,陈来立,e27d9636319155212ba580371ab786af1e1ddb98,1994.11-1997.12,0000000428,男,,河北省博野县,1943.00,
130300,河北省,秦皇岛市,市委书记,5,,王建忠,8a754eb4df648d1d8c8e73e53bf52b15871edd22,1997.12-2002.12,0000004547,男,汉族,河北沧县,,1974.11
130300,河北省,秦皇岛市,市委书记,5,,宋长瑞,53cfef08e9a9b9a592b680a5c29ed8006095275b,2002.12-2006.09,0000004514,男,汉族,河北涿鹿,1951.05,1976.06
130300,河北省,秦皇岛市,市委书记,5,,王三堂,e651cc5f5b05d826a1d40bc685fad58277474993,2006.09-2013.02,0000004743,男,汉族,河北省平山县,1954.05,1973.12
130300,河北省,秦皇岛市,市委书记,5,,田向利,b868c99d4e43b1a42280b699eb4051c34c2ef75c,2013.02-2015.09,0000014375,女,汉族,河北邢台,1963.03,1984.01
130300,河北省,秦皇岛市,市委书记,5,,孟祥伟,b07bf3ea91578ab314b192a86f9dbd76e9de817f,2015.09-至今,0000003920,男,汉族,赵县,1966.06,1990.12
130400,河北省,邯郸市,市长,6,,刘子政,fe0311cbea8ecaedc30a36a3f672fecdf158d101,1953.12-1960.04,0000012521,,,,,
130400,河北省,邯郸市,市长,6,,刘琦,898d55a3bd3c20dbe6642a2760519cd620f8260f,1960.04-1961.05,0000003297,,,,,
130400,河北省,邯郸市,市长,6,,刘晓波,f2c6197a032c50ff00042a32d8e171f2b64ec57b,1961.05-1963.04,0000003384,,,,,
130400,河北省,邯郸市,市长,6,,王福禄,570e7562c7099dce7e84758815b046fc3b57e060,1963.04-1966.05,0000014587,,,,,
130400,河北省,邯郸市,市长,6,革委会主任,史绍尹,7147d147f105e68c144a0854e6159f37b84abec4,1968.01-1973.03,0000013841,,,,,
130400,河北省,邯郸市,市长,6,革委会主任,力矢,744c9149a624fdbd97ac82ec0cb65270b0ba28fd,1973.12-1977.02,0000011785,,,,,
130400,河北省,邯郸市,市长,6,革委会主任,岳歧峰,a628b0e3cd936542234ecfe69dc988db8ef31baa,1977.02-1980.06,0000007144,男,,河北大名,1931.12,1945.01
130400,河北省,邯郸市,市长,6,革委会主任,郭庆余,aed788da5831b449fd378e6e5f496ce185ea03f3,1980.06-1982.05,0000001370,,,,,
130400,河北省,邯郸市,市长,6,,郭庆余,aed788da5831b449fd378e6e5f496ce185ea03f3,1982.05-1983.08,0000001370,,,,,
130400,河北省,邯郸市,市长,6,,李永进,8349fc3c6c79b377e891fb84cb6dcc273f04adf8,1983.08-1984.08,0000011690,,,河北栾城,,1953.00
130400,河北省,邯郸市,市长,6,,白录堂,eb9fab68c04d726b6b148361cb8c0eb537e56405,1984.08-1992.04,0000000062,,,陕西延安,1942.12,1963.07
130400,河北省,邯郸市,市长,6,代,唐若昕,019f5e48d708b58e97440db27f507a2eca8936e7,1992.04-1993.03,0000005725,,,上海,1955.00,
130400,河北省,邯郸市,市长,6,,唐若昕,019f5e48d708b58e97440db27f507a2eca8936e7,1993.03-1994.11,0000005725,,,上海,1955.00,
130400,河北省,邯郸市,市长,6,,赵禄祥,2c4138e3af0e70cff64642e4949e1183869de551,1994.11-1997.12,0000017589,,汉族,河北乐亭,1943.00,
