Ou Guangyuan,2008—,Chairman,Provincial People's Congress,Standing Committee,Guangdong Province
Ou Guangyuan,2007—2008,Vice-Chairman,Provincial People's Congress,Standing Committee,Guangdong Province
Ou Guangyuan,2002—2007,Alternate Member,CPC,Central Committee
Ou Guangyuan,2002—2008,Deputy Secretary-General,CPC,Provincial Committee,Guangdong Province
Ou Guangyuan,1997—2002,Alternate Member,CPC,Central Committee
Ou Guangyuan,1993—2001,Vice-Governor,People's Government,Guangdong Province
Ou Guangyuan,1993—2001,Member,CPC,Provincial Committee,Standing Committee,Guangdong Province
Ou Guangyuan,1992—1993,Secretary-General,CPC,City Committee,Guangdong Province,Foshan City
Ou Guangyuan,1992—1997,Alternate Member,CPC,Central Committee
Ou Guangyuan,1989—1992,Deputy Secretary-General,CPC,City Committee,Guangdong Province,Foshan City
Ou Guangyuan,1989—1992,Secretary,CPC,City Committee,Guangdong Province,Foshan City
Ou Guangyuan,1989—1992,Member,CPC,City Committee,Standing Committee,Guangdong Province,Foshan City
Ou Guangyuan,1974—1988,Chief Executive,People's Government,County Office,Guangdong Province,Shunde County
Ou Guangyuan,1974—1988,Member,CPC,County Committee,Standing Committee,Guangdong Province,Shunde County
Ou Guangyuan,1974—1988,Secretary-General,CPC,County Committee,Standing Committee,Guangdong Province,Shunde County
Ou Guangyuan,1969,Joined,CPC
Ou Xinqian,2008—,Vice-Minister,Ministry of Industry and Information Technology
Ou Xinqian,2003—2008,Member,National Development and Reform Commission,CPC,Leading Party Group
Ou Xinqian,2003—2008,Vice-Minister,National Development and Reform Commission
Ou Xinqian,2002—2003,Member,State Economic and Trade Commission,CPC,Leading Party Group
Ou Xinqian,2002—2003,Deputy Director,State Economic and Trade Commission
Ou Xinqian,2002—2007,Delegate,CPC,National Congress
Ou Xinqian,,Director,State Economic and Trade Commission,Industry Policy Department
Ou Xinqian,,Director,State Economic and Trade Commission,Economic Policy Coordination Department
Ou Xinqian,,Deputy Director,State Economic and Trade Commission,Economic Policy Coordination Department
Ou Xinqian,,Division Chief,State Economic and Trade Office,Control Bureau
Ou Xinqian,,Deputy Division Chief,State Economic and Trade Office,Control Bureau
Ou Xinqian,,Division Chief,National Development and Reform Commission,Economic Research Center,State Planning Commission
Ou Xinqian,,Deputy Division Chief,State Economic Commission,Light Industry Bureau
Ou Xinqian,,Staff Member,State Economic Commission,Light Industry Bureau
Ou Xinqian,,Deputy Division Chief,National Development and Reform Commission,Economic Research Center,State Planning Commission
Ou Xinqian,1978,Graduate,Beijing University,Chemistry Department,Beijing Municipality
Ou Xinqian,,Worker,National Development and Reform Commission,Economic Research Center,State Planning Commission
Ou Xinqian,,Joined,CPC
Ou Zegao,2007—,Secretary,CPC,Provincial Committee,Commission for Discipline Inspection,Sichuan Province
Ou Zegao,2007—2012,Member,CPC,Central Committee,Central Commission for Discipline Inspection
Ou Zegao,2002—2007,Secretary,CPC,Provincial Committee,Political and Legislative Affairs Committee,Sichuan Province
Ou Zegao,2002—,Deputy Secretary,Ethnic Affairs Committee,Sichuan Province
Ou Zegao,2002—2007,Alternate Member,CPC,Central Committee
Ou Zegao,2001—2002,Secretary,Ethnic Affairs Committee,Sichuan Province
Ou Zegao,2000—,Member,CPC,Provincial Committee,Standing Committee,Sichuan Province
Ou Zegao,1997—2002,Alternate Member,CPC,Central Committee
Ou Zegao,1993—2001,Deputy Secretary,Ethnic Affairs Committee,Sichuan Province
Ou Zegao,1993—2001,Vice-Governor,People's Government,Sichuan Province
Ou Zegao,1988—1993,Secretary,CPC,County Committee,Sichuan Province,Aba County
Ou Zegao,1988—1993,Deputy Secretary,CPC,County Committee,Sichuan Province,Aba County
Ou Zegao,1987—1988,Secretary,CPC,County Committee,Sichuan Province,Hongyuan County
Ou Zegao,1986—1987,County Magistrate Assistant,County (District) People's Court,Sichuan Province,Nanchong County
Ou Zegao,1985—1986,Deputy Secretary,CPC,County Committee,Sichuan Province,Hongyuan County
Ou Zegao,1985—1986,County Magistrate,County (District) People's Court,Sichuan Province,Hongyuan County
Ou Zegao,1983—1985,Deputy County Magistrate,County (District) People's Court,Sichuan Province,Hongyuan County
