Arcd ,Prvn,Pftn,Cont,Pst,Pstcd,Pstrm,Name,Term,Offcd,Gender,Eth,Bthp,Bthd,Jnpdt ,,,
区域代码,省级名称,地市级名称,县级名称,职位,职位代码,职位备注,官员姓名,任期期间,官员代码,性别,民族,籍贯,出生日期,入党时间,,,
420682,湖北省,襄阳市,老河口市,市委书记,5,,王世荣,2010.03-2012.07,4758,男,汉族,湖北监利,1968.1,1991.05,,,
420682,湖北省,襄阳市,老河口市,市委书记,5,,朱厚伦,2012.08-至今,5334,男,汉族,湖北麻城,1970.1,1992.04,,,
420683,湖北省,襄樊市,枣阳市,市长,6,,尹冬桂,1999.01-2002.01,7008,女,,,1953.11,,,,
420683,湖北省,襄樊市,枣阳市,市长,6,,岳兴平,2002.01-2006.03,7149,男,汉族,湖北谷城,1962.02,1985.1,,,
420683,湖北省,襄樊市,枣阳市,市长,6,,汪厚安,2006.04-2011.10,14455,,,,1970.02,,,,
420683,湖北省,襄阳市,枣阳市,市长,6,,何飞,2011.11-至今,10118,女,回族,,1967.09,,,,
420683,湖北省,襄樊市,枣阳市,市委书记,5,,岳兴平,2006.03-2012.04,7149,男,汉族,湖北谷城,1962.02,1985.1,,,
420683,湖北省,襄阳市,枣阳市,市委书记,5,,陈东灵,2012.04-至今,8508,男,汉族,襄阳,1963.02,1989.06,,,
420684,湖北省,襄樊市,宜城市,市长,6,,朱慧,2006.04-2009.06,5338,,汉族,,,,,,
420684,湖北省,襄樊市,宜城市,市长,6,,周森锋,2009.06-2011.05,5304,男,汉族,河南禹州,1980.07,2000.11,,,
420684,湖北省,襄阳市,宜城市,市长,6,,郭静,2011.10-至今,9899,女,汉族,湖北枣阳,1968.04,1990.06,,,
420684,湖北省,襄樊市,宜城市,市委书记,5,,朱慧,2009.04-2012.04,5338,,汉族,,,,,,
420684,湖北省,襄阳市,宜城市,市委书记,5,,胡军,2012.04-2014.04,1656,,,,,,,,
420684,湖北省,襄阳市,宜城市,市委书记,5,,李诗,2014.04-至今,11512,男,汉族,湖北老河口,1964.06,1986.06,,,
420702,湖北省,鄂州市,梁子湖区,区长,18,,陈新林,1997.02-1998.12,563,男,汉族,湖北鄂州,1961.06,1983.06,,,
420702,湖北省,鄂州市,梁子湖区,区长,18,,熊新文,1998.12-2004.03,15803,男,汉族,湖北鄂州,1964.06,,,,
420702,湖北省,鄂州市,梁子湖区,区长,18,,熊明新,2004.04-2006.01,6400,男,汉族,鄂州市,1963.08,1984.12,,,
420702,湖北省,鄂州市,梁子湖区,区长,18,,闫英姿,2006.02-2011.10,6606,女,回族,河南固始,1972.04,1996.11,,,
420702,湖北省,鄂州市,梁子湖区,区长,18,代,夏帆,2011.10-2011.12,6234,女,汉族,广水市,1971.1,1992.04,,,
420702,湖北省,鄂州市,梁子湖区,区长,18,,夏帆,2011.12-至今,6234,女,汉族,广水市,1971.1,1992.04,,,
420702,湖北省,鄂州市,梁子湖区,区委书记,17,,陈新林,1998.12-2001.09,563,男,汉族,湖北鄂州,1961.06,1983.06,,,
420702,湖北省,鄂州市,梁子湖区,区委书记,17,,陈传根,2001.09-2006.01,8492,男,汉族,,1963.03,,,,
420702,湖北省,鄂州市,梁子湖区,区委书记,17,,熊明新,2006.01-2011.03,6400,男,汉族,鄂州市,1963.08,1984.12,,,
420702,湖北省,鄂州市,梁子湖区,区委书记,17,,闫英姿,2011.04-2011.09,6606,女,回族,河南固始,1972.04,1996.11,,,
420702,湖北省,鄂州市,梁子湖区,区委书记,17,,杨全意,2011.09-2014.08,16283,男,汉族,鄂州市泽林镇,1968.06,1990.12,,,
420702,湖北省,鄂州市,梁子湖区,区委书记,17,,麻琦,2015.02-至今,12842,男,汉族,河北省唐山市,1962.12,1986.06,,,
420703,湖北省,鄂州市,华容区,区长,18,,胡超文,1999.12-2005.07,1621,男,汉族,湖北,1966.1,1989.06,,,
420703,湖北省,鄂州市,华容区,区长,18,,汪继明,2005.07-2010.09,5836,男,汉族,湖北崇阳县,1965.12,1985.06,,,
420703,湖北省,鄂州市,华容区,区长,18,,刘军,2011.03-2011.10,3248,,,,,,,,
420703,湖北省,鄂州市,华容区,区长,18,,陈攀,2011.10-至今,8652,,汉族,,1980.07,,,,
420703,湖北省,鄂州市,华容区,区委书记,17,,陈新林,2001.09-2006.10,563,男,汉族,湖北鄂州,1961.06,1983.06,,,
420703,湖北省,鄂州市,华容区,区委书记,17,,汪继明,2010.09-2011.10,5836,男,汉族,湖北崇阳县,1965.12,1985.06,,,
420703,湖北省,鄂州市,华容区,区委书记,17,,刘军,2011.10-2015.02,3248,,,,,,,,
420703,湖北省,鄂州市,华容区,区委书记,17,,姜飞轮,2015.02-至今,10802,男,汉族,湖北鄂州,1963.08,1986.12,,,
420704,湖北省,鄂州市,鄂城区,区长,18,,鄢立中,1989.10-1994.03,6596,,汉族,湖北武汉,1944.1,,,,
420704,湖北省,鄂州市,鄂城区,区长,18,,钟芝清,2006.11-2009.05,5231,男,汉族,湖北鄂州,1968.09,1994.02,,,
420704,湖北省,鄂州市,鄂城区,区长,18,,万国光,2009.05-2011.10,5819,男,汉族,湖北武汉,1968.12,1992.12,,,
420704,湖北省,鄂州市,鄂城区,区长,18,,柯艳敏,2011.11-至今,11016,男,汉族,湖北竹溪,1971.03,1992.12,,,
420704,湖北省,鄂州市,鄂城区,区委书记,17,,鄢立中,1991.08-1997.02,6596,,汉族,湖北武汉,1944.1,,,,
420704,湖北省,鄂州市,鄂城区,区委书记,17,,马在学,2006.09-2009.04,12999,,汉族,湖北潜江,1964.05,,,,
420704,湖北省,鄂州市,鄂城区,区委书记,17,,钟芝清,2009.04-2011.01,5231,男,汉族,湖北鄂州,1968.09,1994.02,,,
420704,湖北省,鄂州市,鄂城区,区委书记,17,,万国光,2011.05-2015.12,5819,男,汉族,湖北武汉,1968.12,1992.12,,,
420704,湖北省,鄂州市,鄂城区,区委书记,17,,李军杰,2015.12-至今,11395,,,,,,,,
420802,湖北省,荆门市,东宝区,区长,18,,胡道银,2001.01-2003.06,1628,男,汉族,湖北沙洋,1964.06,1984.06,,,
420802,湖北省,荆门市,东宝区,区长,18,,董泽文,-2006.1,9275,,汉族,,1953.06,,,,
420802,湖北省,荆门市,东宝区,区长,18,,何海,2006.10-2011.09,1504,,汉族,,,,,,
420802,湖北省,荆门市,东宝区,区长,18,,孔智勇,2011.09-至今,11045,男,汉族,湖北京山,1978.02,,,,
420802,湖北省,荆门市,东宝区,区委书记,17,,吴永文,1992.12-1994.12,6164,男,汉族,湖北荆门,1952.06,1975.01,,,
420802,湖北省,荆门市,东宝区,区委书记,17,,胡道银,2002.10-2006.10,1628,男,汉族,湖北沙洋,1964.06,1984.06,,,
420802,湖北省,荆门市,东宝区,区委书记,17,,章良华,2006.10-2009.02,7836,男,汉族,湖北江陵,1963.07,1988.09,,,
420802,湖北省,荆门市,东宝区,区委书记,17,,毕春群,2009.02-2011.09,8200,男,汉族,湖北郧县,1965.12,1995.01,,,
420802,湖北省,荆门市,东宝区,区委书记,17,,廖明国,2011.09-至今,11906,男,汉族,湖北钟祥,1961.09,1982.09,,,
420804,湖北省,荆门市,掇刀区,区长,18,,黄爱国,2001.06-2003.12,1711,男,汉族,湖北江陵,1957.03,1976.01,,,
420804,湖北省,荆门市,掇刀区,区长,18,,王保举,2006.03-2008.04,5864,女,汉族,,,,,,
420804,湖北省,荆门市,掇刀区,区长,18,,吕义斌,2008.04-2011.09,3737,男,汉族,,,,,,
420804,湖北省,荆门市,掇刀区,区长,18,,刘启华,2011.12-至今,12266,男,汉族,沙洋县,,1993.06,,,
420804,湖北省,荆门市,掇刀区,区委书记,17,,曹立明,2000.06-2002.03,169,男,汉族,湖北荆门,1957.11,1978.06,,,
420804,湖北省,荆门市,掇刀区,区委书记,17,,贺明海,2002.08-2006.11,10225,男,汉族,湖北钟祥,1953.08,1974.08,,,
420804,湖北省,荆门市,掇刀区,区委书记,17,,张尚贵,2006.11-2008.03,7570,男,汉族,湖北京山,,,,,
420804,湖北省,荆门市,掇刀区,区委书记,17,,王保举,2008.04-2011.09,5864,女,汉族,,,,,,
420804,湖北省,荆门市,掇刀区,区委书记,17,,吕义斌,2011.09-至今,3737,男,汉族,,,,,,
420821,湖北省,荆门市,京山县,县长,20,,赵志诚,2001.01-2006.02,8024,男,汉族,仙桃市,1956.03,1983.05,,,
420821,湖北省,荆门市,京山县,县长,20,,胡小国,2007.08-2011.09,1684,男,汉族,湖北天门,,1987.06,,,
420821,湖北省,荆门市,京山县,县长,20,,周志红,2011.09-至今,18033,女,汉族,湖北谷城,1971,,,,
420821,湖北省,荆门市,京山县,县委书记,19,,曹立明,2002.03-2005.03,169,男,汉族,湖北荆门,1957.11,1978.06,,,
420821,湖北省,荆门市,京山县,县委书记,19,,赵志诚,2005.03-2006.10,8024,男,汉族,仙桃市,1956.03,1983.05,,,
420821,湖北省,荆门市,京山县,县委书记,19,,郑香元,2006.10-2011.09,17796,男,汉族,湖北仙桃,1962.03,1984.06,,,
420821,湖北省,荆门市,京山县,县委书记,19,,胡小国,2011.09-至今,1684,男,汉族,湖北天门,,1987.06,,,
420822,湖北省,荆门市,沙洋县,县长,20,,张尚贵,2004.01-2006.11,7570,男,汉族,湖北京山,,,,,
420822,湖北省,荆门市,沙洋县,县长,20,,吴永佩,2006.11-2009.03,15484,男,汉族,东宝区,1961.05,1984.04,,,
420822,湖北省,荆门市,沙洋县,县长,20,,梁早阳,2009.04-2011.09,2938,男,汉族,湖北仙桃,1969.09,,,,
420822,湖北省,荆门市,沙洋县,县长,20,,揭建平,2011.09-2014.06,2095,男,汉族,,,,,,
420822,湖北省,荆门市,沙洋县,县长,20,,谢继先,2014.06-至今,15717,男,汉族,湖北省钟祥市,1967.05,1993.06,,,
420822,湖北省,荆门市,沙洋县,县委书记,19,,黄爱国,2003.12-2007.07,1711,男,汉族,湖北江陵,1957.03,1976.01,,,
420822,湖北省,荆门市,沙洋县,县委书记,19,,郑中华,2007.07-2011.09,5201,男,汉族,掇刀区,1962.1,,,,
420822,湖北省,荆门市,沙洋县,县委书记,19,,梁早阳,2011.09-2013.12,2938,男,汉族,湖北仙桃,1969.09,,,,
420822,湖北省,荆门市,沙洋县,县委书记,19,,揭建平,2014.04-至今,2095,男,汉族,,,,,,
420881,湖北省,荆门市,钟祥市,市长,6,,章良华,,7836,男,汉族,湖北江陵,1963.07,1988.09,,,
420881,湖北省,荆门市,钟祥市,市长,6,,周松青,2001.02-2003.05,5311,男,汉族,,1963.1,,,,
420881,湖北省,荆门市,钟祥市,市长,6,,田文彪,2006.10-2008.04,5786,,汉族,湖北省沙洋县,1964.09,,,,
420881,湖北省,荆门市,钟祥市,市长,6,,马朝晖,2008.05-2010.10,3754,男,,,,,,,
420881,湖北省,荆门市,钟祥市,市长,6,,林长洲,2011.02-至今,12038,男,,,,,,,
420881,湖北省,荆门市,钟祥市,市委书记,5,,周松青,2003.03-2008.03,5311,男,汉族,,1963.1,,,,
420881,湖北省,荆门市,钟祥市,市委书记,5,,田文彪,2008.04-2010.10,5786,,汉族,湖北省沙洋县,1964.09,,,,
420881,湖北省,荆门市,钟祥市,市委书记,5,,马朝晖,2010.10-至今,3754,男,,,,,,,
420902,湖北省,孝感市,孝南区,区长,18,,陈德学,1993.05-1996.01,295,,,,,,,,
420902,湖北省,孝感市,孝南区,区长,18,,李广波,1996.01-1997.01,11271,男,汉族,湖北省大悟县,1952.1,,,,
420902,湖北省,孝感市,孝南区,区长,18,,龙良文,1997.01-2002.09,3527,男,汉族,湖北汉川,1963.11,1985.03,,,
420902,湖北省,孝感市,孝南区,区长,18,,陈宽宏,2002.09-2006.02,8616,男,汉族,湖北汉川,1964.05,1986.08,,,
420902,湖北省,孝感市,孝南区,区长,18,,刘有年,2006.03-2006.11,3441,男,汉族,湖北广水,1962.01,1984.1,,,
420902,湖北省,孝感市,孝南区,区长,18,,杨军安,2006.11-2011.10,6763,男,汉族,湖北孝昌,1964.07,1984.09,,,
420902,湖北省,孝感市,孝南区,区长,18,,刘刚,2011.10-2015.09,3145,男,,湖北安陆,1965.09,1988.12,,,
420902,湖北省,孝感市,孝南区,区长,18,,陈俊,2015.09-至今,418,男,汉族,湖北汉川,1975.1,1996.03,,,
420902,湖北省,孝感市,孝南区,区委书记,17,,吴绪坤,1993.05-1996.01,15471,,,,,,,,
420902,湖北省,孝感市,孝南区,区委书记,17,,陈德学,1996.01-2002.03,295,,,,,,,,
420902,湖北省,孝感市,孝南区,区委书记,17,,聂利军,2002.09-2006.11,13203,男,汉族,湖北黄梅,1959.05,,,,
420902,湖北省,孝感市,孝南区,区委书记,17,,仇平贵,2006.11-2011.09,8951,男,汉族,湖北省广水市,1961.04,1981.01,,,
420902,湖北省,孝感市,孝南区,区委书记,17,,杨军安,2011.09-至今,6763,男,汉族,湖北孝昌,1964.07,1984.09,,,
420921,湖北省,孝感市,孝昌县,县长,20,,刘建军,,3210,,,,,,,,
420921,湖北省,孝感市,孝昌县,县长,20,,陈俊,2011.11-2015.09,418,男,汉族,湖北汉川,1975.1,1996.03,,,
420921,湖北省,孝感市,孝昌县,县长,20,,胡斌,2015.09-至今,1618,男,汉族,湖北应城,1975.12,1996.06,,,
420921,湖北省,孝感市,孝昌县,县委书记,19,,高楚元,2006.11-2011.07,9630,男,汉族,湖北广水,1958.1,1984.09,,,
420921,湖北省,孝感市,孝昌县,县委书记,19,,刘建军,2011.10-2014.01,3210,,,,,,,,
420921,湖北省,孝感市,孝昌县,县委书记,19,,吴琼,2014.03-至今,15419,男,汉族,湖北大悟,1971.02,1997.1,,,
420922,湖北省,孝感市,大悟县,县长,20,,冯云乔,2002.09-20003.12,1114,男,汉族,湖北孝感,1962.1,1986.06,,,
420922,湖北省,孝感市,大悟县,县长,20,,夏贤格,2004.01-2006.10,6249,男,汉族,湖北汉川,1965.01,,,,
420922,湖北省,孝感市,大悟县,县长,20,,徐玉琼,2006.10-2010.05,15925,,汉族,,1962.1,,,,
420922,湖北省,孝感市,大悟县,县长,20,代,万忠鑫,2010.07-2011.01,5829,男,汉族,湖北广水,1962.03,1985.06,,,
420922,湖北省,孝感市,大悟县,县长,20,,万忠鑫,2011.01-2011.09,5829,男,汉族,湖北广水,1962.03,1985.06,,,
420922,湖北省,孝感市,大悟县,县长,20,代,邓勇,2011.10-2011.12,831,男,汉族,,,,,,
420922,湖北省,孝感市,大悟县,县长,20,,邓勇,2011.12-2015.11,831,男,汉族,,1962.02,,,,
420922,湖北省,孝感市,大悟县,县长,20,代,余德芳,2015.11-至今,7063,男,汉族,,,,,,
420922,湖北省,孝感市,大悟县,县委书记,19,,李海华,1998.04-2002.09,11299,男,汉族,湖北孝南,1957.08,1976.1,,,
420922,湖北省,孝感市,大悟县,县委书记,19,,夏贤格,2006.10-2011.09,6249,男,汉族,湖北汉川,1965.01,,,,
420922,湖北省,孝感市,大悟县,县委书记,19,,万忠鑫,2011.09-2012.11,5829,男,汉族,湖北广水,1962.03,1985.06,,,
420922,湖北省,孝感市,大悟县,县委书记,19,,郝章新,2012.11-至今,1489,男,汉族,湖北云梦,1964.05,1985.05,,,
420923,湖北省,孝感市,云梦县,县长,20,,张汉平,,7348,男,汉族,湖北汉川,1964.1,1994.05,,,
420923,湖北省,孝感市,云梦县,县长,20,,夏贤格,2003.02-2003.12,6249,男,汉族,湖北汉川,1965.01,,,,
420923,湖北省,孝感市,云梦县,县长,20,,钱银芝,2003.-2006.,4152,女,汉族,湖北省广水市,1963.01,,,,
420923,湖北省,孝感市,云梦县,县长,20,,余德芳,2011.11-2015.11,7063,男,汉族,,1968.03,,,,
420923,湖北省,孝感市,云梦县,县委书记,19,,钱银芝,2006.-2011.09,4152,女,汉族,湖北省广水市,1963.01,,,,
420923,湖北省,孝感市,云梦县,县委书记,19,,张汉平,2011.09-至今,7348,男,汉族,湖北汉川,1964.1,1994.05,,,
420981,湖北省,孝感市,应城市,市长,6,,朱高文,2007.01-2010.01,5370,男,汉族,湖北孝昌,1969.06,1992.04,,,
420981,湖北省,孝感市,应城市,市长,6,,徐长水,2010.02-2011.09,6499,男,汉族,湖北广水,1965.02,1990.01,,,
420981,湖北省,孝感市,应城市,市长,6,代,肖红梅,2011.10-2011.12,6282,女,汉族,湖北汉川,1969.01,1996.11,,,
420981,湖北省,孝感市,应城市,市长,6,,肖红梅,2011.12-至今,6282,女,汉族,湖北汉川,1969.01,1996.11,,,
420981,湖北省,孝感市,应城市,市委书记,5,,谢思芳,2005.05-2010.01,6353,男,汉族,湖北石首,1963.12,1985.06,,,
420981,湖北省,孝感市,应城市,市委书记,5,,朱高文,2010.01-2011.09,5370,男,汉族,湖北孝昌,1969.06,1992.04,,,
420981,湖北省,孝感市,应城市,市委书记,5,,徐长水,2011.09-至今,6499,男,汉族,湖北广水,1965.02,1990.01,,,
420982,湖北省,孝感市,安陆市,市长,6,,吴方成,1999.01-2003.10,6086,男,汉族,湖北汉川,1955.1,,,,
420982,湖北省,孝感市,安陆市,市长,6,代,周先来,2005.07-2006.02,5321,男,汉族,湖北省通城县,1961.04,1984.08,,,
420982,湖北省,孝感市,安陆市,市长,6,,周先来,2006.02-2006.10,5321,男,汉族,湖北省通城县,1961.04,1984.08,,,
420982,湖北省,孝感市,安陆市,市长,6,,郝章新,2006.10-2011.09,1489,男,汉族,湖北云梦,1964.05,1985.05,,,
420982,湖北省,孝感市,安陆市,市长,6,,刘敏,2011.09-至今,12252,女,汉族,湖北武汉,1973.03,1994.06,,,
420982,湖北省,孝感市,安陆市,市委书记,5,,吴方成,2003.08-2007.01,6086,男,汉族,湖北汉川,1955.1,,,,
420982,湖北省,孝感市,安陆市,市委书记,5,,周先来,2006.10-2011.09,5321,男,汉族,湖北省通城县,1961.04,1984.08,,,
420982,湖北省,孝感市,安陆市,市委书记,5,,郝章新,2011.09-2012.11,1489,男,汉族,湖北云梦,1964.05,1985.05,,,
420982,湖北省,孝感市,安陆市,市委书记,5,,汪尧中,2012.12-至今,14475,男,汉族,,,,,,
420984,湖北省,孝感市,汉川市,市长,6,,胡功民,1997.10-2003.12,1632,男,汉族,湖北省广水市,1962.11,1984.12,,,
420984,湖北省,孝感市,汉川市,市长,6,代,冯云乔,2003.12-2004.01,1114,男,汉族,湖北孝感,1962.1,1986.06,,,
420984,湖北省,孝感市,汉川市,市长,6,,冯云乔,2004.01-2006.10,1114,男,汉族,湖北孝感,1962.1,1986.06,,,
420984,湖北省,孝感市,汉川市,市长,6,代,刘有年,2006.11-2007.01,3441,男,汉族,湖北广水,1962.01,1984.1,,,
420984,湖北省,孝感市,汉川市,市长,6,,刘有年,2007.01-2011.10,3441,男,汉族,湖北广水,1962.01,1984.1,,,
420984,湖北省,孝感市,汉川市,市长,6,,翁晔,2011.10-至今,15294,男,汉族,湖北大悟,1968.09,1988.06,,,
420984,湖北省,孝感市,汉川市,市委书记,5,,冯云乔,2006.10-2008.11,1114,男,汉族,湖北孝感,1962.1,1986.06,,,
420984,湖北省,孝感市,汉川市,市委书记,5,,叶贤林,2009.02-2011.09,6979,男,汉族,湖北黄石,1963.08,1992.11,,,
420984,湖北省,孝感市,汉川市,市委书记,5,,刘有年,2011.10-至今,3441,男,汉族,湖北广水,1962.01,1984.1,,,
421002,湖北省,荆州市,沙市区,区长,18,,马秋平,2006.02-2006.10,3813,男,汉族,湖北公安,1963.07,1986.01,,,
421002,湖北省,荆州市,沙市区,区长,18,代,张万超,2006.10-2007.01,7628,男,汉族,湖北省荆州市,1965.1,1985.06,,,
421002,湖北省,荆州市,沙市区,区长,18,,张万超,2007.01-2009.03,7628,男,汉族,湖北省荆州市,1965.1,1985.06,,,
421002,湖北省,荆州市,沙市区,区长,18,,邹太新,2009.04-2011.09,5450,男,汉族,湖北天门,1966.11,1993.05,,,
421002,湖北省,荆州市,沙市区,区长,18,代,刘辉萍,2011.09-2011.12,3195,,,,,,,,
421002,湖北省,荆州市,沙市区,区长,18,,刘辉萍,2011.12-至今,3195,,,,,,,,
421002,湖北省,荆州市,沙市区,区委书记,17,,马秋平,2006.10-2012.06,3813,男,汉族,湖北公安,1963.07,1986.01,,,
421002,湖北省,荆州市,沙市区,区委书记,17,,段昌林,2012.06-至今,9340,男,汉族,湖北江陵,1963.11,1982.07,,,
421003,湖北省,荆州市,荆州区,区长,18,,张震龙,2004.01-2006.09,7799,男,汉族,湖北石首,1963.04,1988.04,,,
421003,湖北省,荆州市,荆州区,区长,18,代,张桂华,2006.10-2007.01,18353,女,汉族,河北乐亭,1976.09,1996.12,,,
421003,湖北省,荆州市,荆州区,区长,18,,张桂华,2007.01-2007.11,18353,女,汉族,河北乐亭,1976.09,1996.12,,,
421003,湖北省,荆州市,荆州区,区长,18,,吴祖云,2008.02-2010.10,6185,男,汉族,湖北仙桃,1967.01,1993.06,,,
421003,湖北省,荆州市,荆州区,区长,18,,刘润长,2011.04-2015.05,12294,,,,,,,,
421003,湖北省,荆州市,荆州区,区长,18,,夏光宏,2015.05-至今,15575,男,汉族,湖北石首,1970.03,1991.06,,,
421003,湖北省,荆州市,荆州区,区委书记,17,,张震龙,2006.09-2010.08,7799,男,汉族,湖北石首,1963.04,1988.04,,,
421003,湖北省,荆州市,荆州区,区委书记,17,,吴祖云,2010.10-2011.09,6185,男,汉族,湖北仙桃,1967.01,1993.06,,,
421003,湖北省,荆州市,荆州区,区委书记,17,,袁德芳,2011.10-2015.11,7108,男,汉族,,1968.06,,,,
421003,湖北省,荆州市,荆州区,区委书记,17,,周昌俊,2015.11-至今,5241,,,,,,,,
421022,湖北省,荆州市,公安县,县长,20,代,周昌俊,2005.12-2006.02,5241,,,,,,,,
421022,湖北省,荆州市,公安县,县长,20,,周昌俊,2006.02-2012.11,5241,,汉族,,1970.05,,,,
421022,湖北省,荆州市,公安县,县长,20,,向斌,2012.12-2014.03,6260,男,汉族,湖北松滋,1970.06,,,,
421022,湖北省,荆州市,公安县,县长,20,,刘忠诚,2014.03-至今,12514,男,汉族,湖北洪湖,1973.07,1995.09,,,
421022,湖北省,荆州市,公安县,县委书记,19,,黄建宏,1996.03-2002.01,10485,男,汉族,湖北江陵,1960.07,1979.12,,,
421022,湖北省,荆州市,公安县,县委书记,19,,胡功民,2005.04-2009.03,1632,男,汉族,湖北省广水市,1962.11,1984.12,,,
421022,湖北省,荆州市,公安县,县委书记,19,,张万超,2009.03-2013.10,7628,男,汉族,湖北省荆州市,1965.1,1985.06,,,
421022,湖北省,荆州市,公安县,县委书记,19,,向斌,2013.12-至今,6260,男,汉族,湖北松滋,1970.06,,,,
421023,湖北省,荆州市,监利县,县长,20,,杨道洲,1994.02-1995.06,6679,,,,1953.03,,,,
421023,湖北省,荆州市,监利县,县长,20,,丁凡璋,2004.01-2006.10,843,男,汉族,湖北仙桃,1963.09,,,,
421023,湖北省,荆州市,监利县,县长,20,,李吉高,2006.10-2008.09,2393,男,汉族,京山县罗店镇杨庙村,1962.12,1984.12,,,
421023,湖北省,荆州市,监利县,县长,20,代,董新发,2008.10-2009.01,906,男,汉族,湖北潜江,1962.08,1985.04,,,
421023,湖北省,荆州市,监利县,县长,20,,董新发,2009.01-2011.10,906,男,汉族,湖北潜江,1962.08,1985.04,,,
421023,湖北省,荆州市,监利县,县长,20,,黄镇,2011.11-至今,10635,,,,,,,,
421023,湖北省,荆州市,监利县,县委书记,19,,杨道洲,,6679,,,,1953.03,,,,
421023,湖北省,荆州市,监利县,县委书记,19,,杜在新,2000.-2004.04,9333,,,,,,,,
421023,湖北省,荆州市,监利县,县委书记,19,,余日福,2004.05-2008.07,16685,男,汉族,,,,,,
421023,湖北省,荆州市,监利县,县委书记,19,,李吉高,2008.09-2011.08,2393,男,汉族,京山县罗店镇杨庙村,1962.12,1984.12,,,
421023,湖北省,荆州市,监利县,县委书记,19,,董新发,2011.10-至今,906,男,汉族,湖北潜江,1962.08,1985.04,,,
421024,湖北省,荆州市,江陵县,县长,20,代,蒋星华,2005.04-2006.01,2076,男,汉族,公安县,1968.09,1994.06,,,
421024,湖北省,荆州市,江陵县,县长,20,,蒋星华,2006.01-2009.10,2076,男,汉族,公安县,1968.09,1994.06,,,
421024,湖北省,荆州市,江陵县,县长,20,代,丁辉,2009.12-2010.01,848,男,汉族,湖北仙桃,1967.11,1999.02,,,
421024,湖北省,荆州市,江陵县,县长,20,,丁辉,2010.01-2011.09,848,男,汉族,湖北仙桃,1967.11,1999.02,,,
421024,湖北省,荆州市,江陵县,县长,20,,万玲玲,2011.09-至今,14432,女,汉族,湖北松滋,1980.09,2002.03,,,
421024,湖北省,荆州市,江陵县,县委书记,19,,任万伦,1997.04-2002.04,13607,男,汉族,湖北荆州,1955.03,1974.1,,,
421024,湖北省,荆州市,江陵县,县委书记,19,,刘曾君,2002.04-2003.06,3093,男,汉族,,1957.11,,,,
421024,湖北省,荆州市,江陵县,县委书记,19,,丁凡璋,2006.10-2009.09,843,男,汉族,湖北仙桃,1963.09,,,,
421024,湖北省,荆州市,江陵县,县委书记,19,,陈爱平,2009.11-2015.06,8464,男,汉族,湖北荆门,1963.1,1985.03,,,
421024,湖北省,荆州市,江陵县,县委书记,19,,夏锡璠,2015.06-至今,6248,男,,,,,,,
421081,湖北省,荆州市,石首市,市长,6,代,钟鸣,2001.06-2002.02,5218,男,汉族,湖北仙桃市,,,,,
421081,湖北省,荆州市,石首市,市长,6,,钟鸣,2002.02-2005.04,5218,男,汉族,湖北仙桃市,,,,,
421081,湖北省,荆州市,石首市,市长,6,代,张善彩,2005.05-2006.02,7569,男,汉族,湖北天门市,1964.11,1984.12,,,
421081,湖北省,荆州市,石首市,市长,6,,张善彩,2006.02-2011.09,7569,男,汉族,湖北天门市,1964.11,1984.12,,,
421081,湖北省,荆州市,石首市,市长,6,,丁辉,2011.09-2013.09,848,男,汉族,湖北仙桃,1967.11,1999.02,,,
421081,湖北省,荆州市,石首市,市长,6,,夏锡璠,2013.09-2015.07,6248,男,汉族,,1971,,,,
421081,湖北省,荆州市,石首市,市长,6,,石必成,2015.07-至今,13781,男,汉族,湖北荆州,1975.07,1997.07,,,
421081,湖北省,荆州市,石首市,市委书记,5,,钟鸣,2005.04-2009.07,5218,男,汉族,湖北仙桃市,,,,,
421081,湖北省,荆州市,石首市,市委书记,5,,余红星,2009.07-2013.06,16670,男,汉族,,,,,,
421081,湖北省,荆州市,石首市,市委书记,5,,丁辉,2013.07-至今,848,男,汉族,湖北仙桃,1967.11,1999.02,,,
421083,湖北省,荆州市,洪湖市,市长,6,,幸敬华,2004.01-2006.09,6393,男,汉族,湖北钟祥,1966.04,1987.06,,,
421083,湖北省,荆州市,洪湖市,市长,6,代,蒋鸿,2006.10-2007.01,2062,男,汉族,,,,,,
421083,湖北省,荆州市,洪湖市,市长,6,,蒋鸿,2007.01-2010.10,2062,男,汉族,,1964.03,,,,
421083,湖北省,荆州市,洪湖市,市长,6,,夏锡璠,2011.03-2013.09,6248,男,土家族,,1970.1,,,,
421083,湖北省,荆州市,洪湖市,市长,6,代,黄勇,2013.09-2014.01,1880,男,汉族,湖北监利,1971.03,1992.11,,,
421083,湖北省,荆州市,洪湖市,市长,6,,黄勇,2014.01-至今,1880,男,汉族,湖北监利,1971.03,1992.11,,,
421083,湖北省,荆州市,洪湖市,市委书记,5,,雷中喜,1995.07-2000.06,11128,,汉族,湖北省江陵县,1954.02,1975.02,,,
421083,湖北省,荆州市,洪湖市,市委书记,5,,刘曾君,2003.06-2006.09,3093,男,汉族,,1957.11,,,,
421083,湖北省,荆州市,洪湖市,市委书记,5,,幸敬华,2006.09-2011.09,6393,男,汉族,湖北钟祥,1966.04,1987.06,,,
421083,湖北省,荆州市,洪湖市,市委书记,5,,邹太新,2011.09-2015.02,5450,男,汉族,湖北天门,1966.11,1993.05,,,
