Arcd ,Prvn,Pftn,Cont,Pst,Pstcd,Pstrm,Name,Term,Offcd,Gender,Eth,Bthp,Bthd,Jnpdt ,,,
区域代码,省级名称,地市级名称,县级名称,职位,职位代码,职位备注,官员姓名,任期期间,官员代码,性别,民族,籍贯,出生日期,入党时间,,,
350721,福建省,南平市,顺昌县,县长,20,代,丁贵生,2013.09-2013.12,845,男,,,,,,,
350721,福建省,南平市,顺昌县,县长,20,,丁贵生,2013.12-至今,845,男,汉族,,1971.1,,,,
350721,福建省,南平市,顺昌县,县委书记,19,,柳贵清,,12527,男,汉族,,,,,,
350721,福建省,南平市,顺昌县,县委书记,19,,李建和,2011.06-2013.09,11368,男,汉族,,,,,,
350721,福建省,南平市,顺昌县,县委书记,19,,韩康平,2013.09-至今,10019,男,汉族,福建连江,1964.1,1991.02,,,
350722,福建省,南平市,浦城县,县长,20,,黄建生,,1767,,汉族,,1957.11,,,,
350722,福建省,南平市,浦城县,县长,20,,李树荣,1949.06-1949.08,2618,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,秦尚武,1949.08-1952.06,4192,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,刘全有,1952.06-1954.11,3316,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,牛静华,1954.11-1955.11,4004,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,王进春,1955.11-1956.05,4571,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,武殿屏,1956.06-1957.11,6199,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,李东成,1957.11-1958.01,2303,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,李希森,1958.01-1964.01,2680,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,姚学用,1964.01-1965.08,6944,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,林申,1965.08-1968.09,3031,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,田铎,1968.09-1969.12,6027,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,丛秀滋,1969.12-1970.02,726,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,田铎,1970.02-1970.06,6027,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,叶万忠,1970.07-1975.03,6977,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,王乐道,1975.03-1977.10,4608,,,河南省济源县邵原镇,,,,,
350722,福建省,南平市,浦城县,县长,20,,郭春秀,1977.10-1978.12,1325,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,刘璧汉,1978.12-1980.12,3082,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,邱阿旺,1980.12-1983.12,4207,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,梁书奎,1983.12-1984.10,2918,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,金克良,1984.10-,2111,,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,吴荣才,1995.07-1998.05,6118,男,汉族,福建古田,1959.09,1986.01,,,
350722,福建省,南平市,浦城县,县长,20,,陈国发,2006.05-2011.06,337,男,,,1964.05,,,,
350722,福建省,南平市,浦城县,县长,20,,黄书荣,2011.07-2013.09,1835,男,,,,,,,
350722,福建省,南平市,浦城县,县长,20,,朱金生,2013.09-至今,18083,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,池云宝,1949.06-1949.08,8943,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,刘健,1949.08-1951.06,3228,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,韩向阳,1951.07-1954.06,10050,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,刘全有,1954.07-1958.02,3316,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,胡锦望,1958.02-1964.10,10336,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,崔来畅,1965.01-1968.09,8997,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,田铎,1968.09-1969.12,6027,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,丛秀滋,1969.12-1970.01,726,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,叶万忠,1970.09-1975.03,6977,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,王乐道,1975.03-1977.10,4608,,,河南省济源县邵原镇,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,郭春秀,1977.10-1978.11,1325,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,刘璧汉,1978.11-1983.11,3082,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,邱阿旺,1983.11-1987.10,4207,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,陈新丁,1987.10-,8766,,,,,,,,
350722,福建省,南平市,浦城县,县委书记,19,,黄建生,2006.07-2011.06,1767,,汉族,,1957.11,,,,
350722,福建省,南平市,浦城县,县委书记,19,,陈国发,2011.06-2013.09,337,男,,,1964.05,,,,
350722,福建省,南平市,浦城县,县委书记,19,,黄书荣,2013.09-至今,1835,男,,,,,,,
350723,福建省,南平市,光泽县,县长,20,,谭论,2006.01-2009.07,5672,男,汉族,江西上饶,1956.03,,,,
350723,福建省,南平市,光泽县,县长,20,代,符水俊,2009.07-2009.12,1123,,,,,,,,
350723,福建省,南平市,光泽县,县长,20,,符水俊,2009.12-2013.09,1123,男,汉族,,,,,,
350723,福建省,南平市,光泽县,县长,20,代,赵明正,2013.09-2013.12,7933,男,汉族,福建邵武,1973.1,,,,
350723,福建省,南平市,光泽县,县长,20,,赵明正,2013.12-至今,7933,男,汉族,福建邵武,1973.1,,,,
350723,福建省,南平市,光泽县,县委书记,19,,谭论,2009.07-2011.06,5672,男,汉族,江西上饶,1956.03,,,,
350723,福建省,南平市,光泽县,县委书记,19,,李宝银,2011.06-2013.07,11160,男,汉族,,1962.07,,,,
350723,福建省,南平市,光泽县,县委书记,19,,符水俊,2013.09-至今,1123,男,汉族,,1967.08,,,,
350724,福建省,南平市,松溪县,县长,20,,朱仁秀,2006.06-2011.06,5366,女,汉族,,1964.03,,,,
350724,福建省,南平市,松溪县,县长,20,,丘毅,2011.06-至今,13509,男,汉族,福建武夷山市,1973.04,1994..8,,,
350724,福建省,南平市,松溪县,县委书记,19,,曹聪,,8300,男,汉族,,1966.01,,,,
350724,福建省,南平市,松溪县,县委书记,19,,吴荣才,1998.12-2007.01,6118,男,汉族,福建古田,1959.09,1986.01,,,
350724,福建省,南平市,松溪县,县委书记,19,,朱仁秀,2011.06-至今,5366,女,汉族,,1963.1,,,,
350725,福建省,南平市,政和县,县长,20,,王俊德,1949.06-1949.08,4594,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,陈正初,1949.09-1949.11,611,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,候林舟,1949.12-1953.01,10299,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,李子贤,1953.01-1955.10,2857,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,武争和,1955.11-1957.11,15560,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,叶风顺,1957.11-1959.03,16479,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,师仁忠,1959.03-1960.02,13760,,,,,,,,
350725,福建省,南平市,政和县,县长,20,代,牛采莲,1960.02-1962.07,4000,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,任玉林,1962.08-1964.08,13616,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,史春荣,1964.08-1968.05,13825,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,李宽,1968.05-1970.07,2489,,,,,,,,
350725,福建省,南平市,政和县,县长,20,主任,盂传忠,1970.11-1972.01,16707,,,,,,,,
350725,福建省,南平市,政和县,县长,20,主任,李东成,1972.01-1975.03,2303,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,李怀智,1975.03-1977.10,2387,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,唐利民,1977.10-1978.06,5718,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,徐道坤,1978.06-1980.10,6416,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,何马焕,1980.11-1983.11,10143,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,吴金华,1983.12-1986.11,15384,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,祖忠福,1986.11-1989.06,5455,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,吴家洋,1989.06-1990.08,18318,,,,,,,,
350725,福建省,南平市,政和县,县长,20,,杨根生,1990.08-,6702,男,汉族,河南商城,1955.11,,,,
350725,福建省,南平市,政和县,县长,20,,黄爱华,2011.12-至今,10419,女,,福建南平延平区,,,,,
350725,福建省,南平市,政和县,县委书记,19,,陈正初,1949.05-1950.11,611,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,王文麟,1952.08-1954.08,14931,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,李子贤,1954.08-1958.02,2857,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,苏琴,1958.02-1958.08,13985,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,李子贤,1958.08-1964.10,2857,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,牛采莲,1964.10-1968.05,4000,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,祁宝昌,1968.05-1970.07,13418,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,孟传忠,1970.07-1973.03,13078,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,李东成,1973.03-1975.03,2303,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,李怀智,1975.03-1977.10,2387,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,唐利民,1977.10-1978.06,5718,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,徐道坤,1978.07-1983.12,6416,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,陈礼桢,1983.12-1987.07,8622,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,陈保明,1987.07-1989.05,8473,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,祖忠福,1989.05-1990.08,5455,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,吴家洋,1990.08-,18318,,,,,,,,
350725,福建省,南平市,政和县,县委书记,19,,廖俊波,2011.06-至今,11901,男,汉族,福建浦城,1968.08,1992.07,,,
350781,福建省,南平市,邵武市,市长,6,,武勇,2006.01-2011.06,6213,男,汉族,,1965.05,,,,
350781,福建省,南平市,邵武市,市长,6,代,陈敏辉,2011.06-2011.12,445,,,,,,,,
350781,福建省,南平市,邵武市,市长,6,,陈敏辉,2011.12-至今,445,,,,,,,,
350781,福建省,南平市,邵武市,市委书记,5,,梁伟新,2005.08-2011.06,2926,男,汉族,山东莱州,1965.03,,,,
350781,福建省,南平市,邵武市,市委书记,5,,武勇,2011.06-至今,6213,男,,,,,,,
350782,福建省,南平市,武夷山市,市长,6,代,徐春晖,2011.06-2011.12,6413,,,,,,,,
350782,福建省,南平市,武夷山市,市长,6,,徐春晖,2011.12-至今,6413,,汉族,,1969.11,,,,
350782,福建省,南平市,武夷山市,市委书记,5,,梁伟新,2011.06-2013.12,2926,男,汉族,山东莱州,1965.03,,,,
350782,福建省,南平市,武夷山市,市委书记,5,,马必钢,2014.08-至今,12848,男,汉族,福建福州,1968.08,1987.04,,,
350783,福建省,南平市,建瓯市,市长,6,,李树荣,1949.06-1949.08,2618,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,秦尚武,1949.08-1952.06,4192,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,刘全有,1952.06-1954.11,3316,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,牛静华,1954.11-1955.11,4004,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,王进春,1955.11-1956.05,4571,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,武殿屏,1956.06-1957.11,6199,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,李东成,1957.11-1958.01,2303,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,李希森,1958.01-1964.01,2680,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,姚学用,1964.01-1965.08,6944,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,林申,1965.08-1968.09,3031,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,田铎,1968.09-1969.12,6027,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,丛秀滋,1969.12-1970.02,726,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,田铎,1970.02-1970.06,6027,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,叶万忠,1970.07-1975.03,6977,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,王乐道,1975.03-1977.10,4608,,,河南省济源县邵原镇,,,,,
350783,福建省,南平市,建瓯市,市长,6,,郭春秀,1977.10-1978.12,1325,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,刘璧汉,1978.12-1980.12,3082,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,邱阿旺,1980.12-1983.12,4207,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,梁书奎,1983.12-1984.10,2918,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,金克良,1984.10-,2111,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,余坚,2006.02-2011.06,16674,,,,,,,,
350783,福建省,南平市,建瓯市,市长,6,,陈宗荣,2011.07-至今,8888,,汉族,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,孟健,1949.08-1951.06,13089,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,陈贵芳,1951.06-1951.09,332,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,李波涛,1951.09-1952.10,11170,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,雷宏,1952.12-1954.07,11111,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,段政,1954.07-1955.10,9369,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,裴兴元,1955.08-1957.02,4080,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,陈贵芳,1957.02-1958.08,332,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,裴兴元,1959.03-1963.05,4080,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,代,庞福明,1963.05-1968.10,13311,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,李维真,1970.10-1975.03,11567,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,申玉辉,1975.03-1977.10,4337,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,陈永锦,1977.10-1980.12,8814,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,刘怀文,1981.08-1983.11,12166,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,季虎诚,1983.11-1984.10,10702,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,诸葛良,1984.11-1988.12,18159,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,林文衡,1989.01-1990.08,12008,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,廖荣元,1990.08-,11910,,,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,卓立筑,2006.-2011.,18189,男,汉族,,,,,,
350783,福建省,南平市,建瓯市,市委书记,5,,余建坤,2011.06-至今,16675,男,汉族,福建浦城,1965.09,,,,
350784,福建省,南平市,建阳市,市长,6,,葛晓华,2001.07-2009.05,1256,男,汉族,福建建瓯,1958.11,1976.06,,,
350784,福建省,南平市,建阳市,市长,6,,袁仁旺,2009.05-2013.09,7126,男,,,,,,,
350784,福建省,南平市,建阳市,市长,6,代,杨新强,2013.09-2014.01,6853,,,,,,,,
350784,福建省,南平市,建阳市,市长,6,,杨新强,2014.01-至今,6853,男,壮族,,1969.1,,,,
350784,福建省,南平市,建阳市,市委书记,5,,葛晓华,2009.05-2013.08,1256,男,汉族,福建建瓯,1958.11,1976.06,,,
350784,福建省,南平市,建阳市,市委书记,5,,袁仁旺,2013.09-至今,7126,男,,,1969.11,,,,
350802,福建省,龙岩市,新罗区,区长,18,,郑金旺,1949.09-1949.11,17757,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,吴潮芳,1949.11-1952.02,6066,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,徐舜卿,1952.02-1954.07,6475,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,吴潮芳,1954.07-1955.11,6066,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,林斯桔,1955.11-1957.01,11997,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,邱锦才,1957.01-1959.01,4210,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,王明让,1959.02-1961.06,14788,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,徐舜卿,1961.06-1962.05,6475,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,邱锦才,1962.05-1964.08,4210,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,邓根发,1964.08-1968.10,9100,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,董克林,1968.10-1969.11,9242,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,李金台,1970.01-1972.01,11383,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,王建政,1972.01-1975.12,4546,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,郝绍,1975.12-1978.02,10089,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,赵锋,1978.03-1980.05,7861,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,陈天祺,1981.01-1983.10,522,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,简贵章,1983.11-1984.10,1982,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,张俊华,1984.11-1986.01,7473,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,代,李志明,1986.01-1986.12,11757,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,张俊华,1986.12-,7473,,,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,张天洲,2002.02-2007.08,7620,男,汉族,福建省漳平市,1965.05,1984.1,,,
350802,福建省,龙岩市,新罗区,区长,18,代,王龙,2010.04-2011.01,18264,男,汉族,山东平原,1962.1,1985.11,,,
350802,福建省,龙岩市,新罗区,区长,18,,王龙,2011.01-2011.06,18264,男,汉族,山东平原,1962.1,1985.11,,,
350802,福建省,龙岩市,新罗区,区长,18,代,廖德槐,2011.06-2011.12,2950,男,汉族,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,廖德槐,2011.12-2014.01,2950,男,汉族,,,,,,
350802,福建省,龙岩市,新罗区,区长,18,,钟勇强,2014.01-至今,17866,男,汉族,福建长汀,1964.09,1989.04,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,吴潮芳,1949.09-1952.02,6066,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,王采三,1952.02-1952.12,5875,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,刘亚辉,1952.12-1954.02,12404,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,魏金水,1954.02-1955.12,5108,,,福建省龙岩市新罗区西陂,,1929.1,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,徐舜卿,1955.12-1958.07,6475,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,李臻,1956.07-1958.03,2816,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,郭佩文,1958.03-1961.07,1364,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,洪椰子,1961.07-1963.04,1587,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,刘户文,1963.04-1966.08,3188,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,代,卫继福,1966.09-1968.10,5088,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,王官禄,1971.-,14601,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,王建政,1972.01-1976.02,4546,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,俞建兴,1976.02-1977.11,16715,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,赵锋,1977.11-1980.05,7861,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,王渠,1980.05-1983.03,14824,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,陈天祺,1983.09-1984.10,522,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,简贵章,1984.11-1987.07,1982,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,杨明奕,1987.07-,16268,,,,,,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,张天洲,2007.08-2011.06,7620,男,汉族,福建省漳平市,1965.05,1984.1,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,王龙,2011.06-2015.07,18264,男,汉族,山东平原,1962.1,1985.11,,,
350802,福建省,龙岩市,新罗区,区委书记,17,,空缺,2015.07-至今,0,,,,,,,,
350821,福建省,龙岩市,长汀县,县长,20,,林旭,,12022,男,,,,,,,
350821,福建省,龙岩市,长汀县,县长,20,,李善昌,2011.12-至今,11496,男,汉族,福建省上杭县,1965.01,1990.05,,,
350821,福建省,龙岩市,长汀县,县委书记,19,,卢德明,2007.08-2010.09,12579,,,,,,,,
350821,福建省,龙岩市,长汀县,县委书记,19,,邱荣,2010.09-2011.06,13522,男,,,1959.02,,,,
350821,福建省,龙岩市,长汀县,县委书记,19,,魏东,2011.06-2015.08,15214,男,汉族,云南镇雄,1970.01,,,,
350821,福建省,龙岩市,长汀县,县委书记,19,,空缺,2015.08-至今,0,,,,,,,,
350822,福建省,龙岩市,永定县,县长,20,,廖礼团,2006.01-2007.08,2956,,,,,,,,
350822,福建省,龙岩市,永定县,县长,20,,余德辉,2008.01-2009.06,16663,男,汉族,福建长汀,1960.04,1984.05,,,
350822,福建省,龙岩市,永定县,县长,20,,廖德槐,2009.06-2011.06,2950,男,汉族,,1962.07,,,,
350822,福建省,龙岩市,永定县,县长,20,,刘先裘,2011.06-2013.12,3380,男,,上杭,1962.09,1991.04,,,
350822,福建省,龙岩市,永定县,县长,20,,陈厦生,2014.01-2015.10,8675,男,汉族,,1968.1,,,,
350822,福建省,龙岩市,永定县,县委书记,19,,廖礼团,2007.08-2008.09,2956,男,壮族,,1965.08,,,,
350822,福建省,龙岩市,永定县,县委书记,19,,毛高良,2009.06-2013.12,13035,男,汉族,福建长汀,1961.07,1987.03,,,
350822,福建省,龙岩市,永定县,县委书记,19,,刘先裘,2013.12-至今,3380,男,,上杭,1962.09,1991.04,,,
350823,福建省,龙岩市,上杭县,县长,20,军管会主任,罗炳钦,1949.07-1949.09,3628,,,福建上杭县溪口乡,,1934,,,
350823,福建省,龙岩市,上杭县,县长,20,,张昭娣,1949.09-1950.03,7791,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,李奕清,1950.06-1953.02,2750,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,黄良,1953.02-1955.07,1787,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,游昌炳,1955.07-1956.08,16588,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,尹忱之,1956.08-1958.05,16543,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,蓝汉华,1958.05-1960.05,11088,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,赵成坤,1960.05-1962.02,17513,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,黄良,1962.02-1964.04,1787,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,张奎,1964.05-1965.01,7481,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,李秋华,1965.01-1968.10,11475,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,吕中钰,1968.10-1972.01,3742,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,沈茂槐,1972.01-1975.05,4344,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,黄维泉,1975.05-1975.12,1846,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,黄达琪,1975.12-1980.09,1720,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,李寿才,1980.09-1983.11,11527,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,莫华先,1983.11-1987.09,13140,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,游子清,1987.09-1990.09,16595,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,张志南,1990.09-,17451,男,汉族,福建龙岩,1960.1,1978.05,,,
350823,福建省,龙岩市,上杭县,县长,20,,张斯良,1997.03-2002.01,7609,男,汉族,广东省大埔,1955.03,1984.03,,,
350823,福建省,龙岩市,上杭县,县长,20,,赖继秋,2002.02-2007.08,2182,男,汉族,福建省长汀县,1966.1,1985.11,,,
350823,福建省,龙岩市,上杭县,县长,20,,邱河清,2007.08-,13512,男,汉族,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,谢海波,2011.06-2015.07,6331,,,,,,,,
350823,福建省,龙岩市,上杭县,县长,20,,傅藏荣,2015.07-至今,9578,男,,福建连城,1971.04,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,张昭娣,1949.09-1950.03,7791,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,黄德彪,1950.04-1950.06,10440,,,上杭县通贤乡,1915,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,李奕清,1950.06-1951.01,2750,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,罗炳钦,1951.01-1951.06,3628,,,福建上杭县溪口乡,,1934,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,马佃友,1952.02-1954.07,12865,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,任延寿,1954.07-1956.06,4272,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,黄良,1956.06-1960.07,1787,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,李臻,1960.07-1961.02,2816,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,符春三,1961.02-1964.05,9554,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,黄良,1964.05-1965.01,1787,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,沈茂槐,1965.01-1968.10,4344,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,赵锡恩,1969.04-1970.10,17636,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,吕中钰,1970.10-1975.05,3742,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,黄维泉,1975.05-1978.03,1846,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,黄达琪,1978.03-1983.11,1720,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,罗开洪,1983.11-1990.08,12720,,,,,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,丁仕达,1990.08-,9188,男,,江西省临川市,1948,,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,陈建寿,1998.09-2002.01,395,男,汉族,永定县,1953.06,1974.08,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,张斯良,2002.01-2007.03,7609,男,汉族,广东省大埔,1955.03,1984.03,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,赖继秋,2007.08-2012.08,2182,男,汉族,福建省长汀县,1966.1,1985.11,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,邓菊芳,2012.08-2015.07,807,女,汉族,福建连城,1965.05,1993.03,,,
350823,福建省,龙岩市,上杭县,县委书记,19,,谢海波,2015.07-至今,6331,,,,,,,,
