Arcd ,Prvn,Pftn,Pst,Pstcd,Pstrm,Name,Term,Offcd ,Gender ,Eth ,Bthp,Bthd,Jnpdt
区域代码,省级名称,地市级名称,职位,职位代码,职位备注,官员姓名,任期期间,官员代码,性别,民族,籍贯,出生日期,入党时间
130100,河北省,石家庄市,市长,6,,柯庆施,1947.11-1949.04,0000002156,男,,安徽歙县,1902.07,1922.00
130100,河北省,石家庄市,市长,6,,刘秀峰,1949.04-1949.10,0000003405,,,台鱼乡寨子村,,
130100,河北省,石家庄市,市长,6,,毛铎,1949.10-1951.12,0000003877,男,汉族,,,
130100,河北省,石家庄市,市长,6,,臧伯平,1951.12-1952.06,0000016819,男,汉族,直隶(今河北)唐县,,1931.00
130100,河北省,石家庄市,市长,6,,康修民,1952.06-1956.12,0000002152,,,河北省深州市大堤镇东李窝村,,
130100,河北省,石家庄市,市长,6,,苏应明,1956.12-1958.05,0000005516,,,,,
130100,河北省,石家庄市,市长,6,,马赋广,1958.05-1960.02,0000012874,,,河北省深县商村,1915.00,
130100,河北省,石家庄市,市长,6,,张屏东,1960.02-1961.06,0000017151,,汉族,,,
130100,河北省,石家庄市,市长,6,代,吴双霖,1961.06-1963.05,0000015441,,,,,
130100,河北省,石家庄市,市长,6,,王布云,1963.05-,0000014505,,,,,
130100,河北省,石家庄市,市长,6,,刘庆林,-1966.08,0000012277,,,,,
130100,河北省,石家庄市,市长,6,代,贾然,1966.08-1967.12,0000001962,,汉族,,,
130100,河北省,石家庄市,市长,6,革委会主任,刘炎田,1967.12-1973.03,0000012410,,汉族,,,
130100,河北省,石家庄市,市长,6,,苏应明,1973.03-1975.11,0000005516,,,,,
130100,河北省,石家庄市,市长,6,革委会主任,庞钧,1973.03-1975.11,0000004071,,,安仁镇东庞桥村,1914.00,
130100,河北省,石家庄市,市长,6,革委会主任,张建尧,1975.11-1979.04,0000007424,,汉族,,,
130100,河北省,石家庄市,市长,6,,贾然,1979.04-1982.08,0000001962,,,,,
130100,河北省,石家庄市,市长,6,,刘力夫,1982.08-1983.09,0000012230,,,,,
130100,河北省,石家庄市,市长,6,,王葆华,1983.09-1988.05,0000014496,,汉族,,,
130100,河北省,石家庄市,市长,6,,罗植龄,1988.05-1990.08,0000012777,,,,,
130100,河北省,石家庄市,市长,6,,沈志峰,1990.08-1997.12,0000013747,,,,,
130100,河北省,石家庄市,市长,6,,张二辰,1997.12-2000.02,0000016933,,,,1948.00,
130100,河北省,石家庄市,市长,6,代,臧胜业,2000.02-2001.02,0000007158,男,汉族,山东胶州,1951.02,1973.07
130100,河北省,石家庄市,市长,6,,臧胜业,2001.02-2005.03,0000007158,男,汉族,山东胶州,1951.02,1973.07
130100,河北省,石家庄市,市长,6,代,吴显国,2005.03-2005.06,0000006142,男,汉族,三河,1956.08,1980.03
130100,河北省,石家庄市,市长,6,,吴显国,2005.06-2006.11,0000006142,男,汉族,三河,1956.08,1980.03
130100,河北省,石家庄市,市长,6,代,冀纯堂,2006.12-2007.01,0000001945,男,汉族,河北成安,1953.01,1983.10
130100,河北省,石家庄市,市长,6,,冀纯堂,2007.01-2008.09,0000001945,男,汉族,河北成安,1953.01,1983.10
130100,河北省,石家庄市,市长,6,代,艾文礼,2008.09-2009.01,0000000023,男,汉族,唐山,1955.03,1978.11
130100,河北省,石家庄市,市长,6,,艾文礼,2009.01-2011.12,0000000023,男,汉族,唐山,1955.03,1978.11
130100,河北省,石家庄市,市长,6,代,姜德果,2011.12-2012.01,0000002022,男,汉族,阜城,1957.01,1984.12
130100,河北省,石家庄市,市长,6,,姜德果,2012.01-2013.02,0000002022,男,汉族,阜城,1957.01,1984.12
130100,河北省,石家庄市,市长,6,代,王亮,2013.02-2013.04,0000004626,男,汉族,河北承德县,1958.10,1985.03
130100,河北省,石家庄市,市长,6,,王亮,2013.04-2015.07,0000004626,男,汉族,河北承德县,1958.10,1985.03
130100,河北省,石家庄市,市长,6,代,邢国辉,2015.07-2015.09,0000006389,男,汉族,河北正定,1961.03,1984.09
130100,河北省,石家庄市,市长,6,,邢国辉,2015.09-至今,0000006389,男,汉族,河北正定,1961.03,1984.09
130100,河北省,石家庄市,市委书记,5,,刘秀峰,1948.06-1949.02,0000003405,,,台鱼乡寨子村,,
130100,河北省,石家庄市,市委书记,5,,毛铎,1949.02-1951.09,0000003877,男,汉族,,,
130100,河北省,石家庄市,市委书记,5,第一书记,康修民,1960.02-1966.08,0000002152,男,,河北省深州市大堤镇东李窝村,,
130100,河北省,石家庄市,市委书记,5,第一书记,庞钧,1969.10-1976.05,0000004071,,,安仁镇东庞桥村,1914.00,
130100,河北省,石家庄市,市委书记,5,第一书记,张建尧,1976.05-1981.07,0000007424,,汉族,,,
130100,河北省,石家庄市,市委书记,5,,贾然,1981.07-1988.09,0000001962,,汉族,,,
130100,河北省,石家庄市,市委书记,5,,李海峰,1988.09-1993.04,0000011298,女,汉族,河北乐亭,1949.02,1970.04
130100,河北省,石家庄市,市委书记,5,,赵金铎,1993.04-1997.12,0000017568,,,河北沧州市,1943.02,1979.12
130100,河北省,石家庄市,市委书记,5,,陈来立,1997.12-2001.06,0000000428,男,,河北省博野县,1943.00,
130100,河北省,石家庄市,市委书记,5,,吴振华,2001.06-2006.09,0000006173,男,汉族,河北省玉田县,1946.07,1972.05
130100,河北省,石家庄市,市委书记,5,,吴显国,2006.11-2008.09,0000006142,男,汉族,三河,1956.08,1980.03
130100,河北省,石家庄市,市委书记,5,,车俊,2008.09-2010.05,0000000245,男,汉族,安徽巢湖,1955.07,1973.12
130100,河北省,石家庄市,市委书记,5,,孙瑞彬,2010.08-至今,0000005591,男,汉族,昌黎,1959.09,1985.05
130200,河北省,唐山市,市长,6,市军管会主任,闫达开,1948.12-1949.06,0000006598,,,,,
130200,河北省,唐山市,市长,6,,李一夫,1949.06-1952.01,0000011667,男,,,,1933.01
130200,河北省,唐山市,市长,6,代,闫达开,1952.01-1952.05,0000006598,,,,,
130200,河北省,唐山市,市长,6,,李力果,1952.05-1953.09,0000002497,,,陕西米脂,,
130200,河北省,唐山市,市长,6,,权哲民,1953.09-1958.06,0000013554,,,完县,,1938.00
130200,河北省,唐山市,市长,6,,冀华,1958.06-1959.06,0000010708,,,,,
130200,河北省,唐山市,市长,6,,张文浩,1959.06-1961.05,0000017270,,,,,
130200,河北省,唐山市,市长,6,,白芸,1961.05-1967.01,0000008161,女,,河北定州,1909.00,1933.00
130200,河北省,唐山市,市长,6,,刘立国,1965.03-1966.09,0000012233,,,,,
130200,河北省,唐山市,市长,6,,李镇平,1966.09-1967.01,0000011747,,,,,
130200,河北省,唐山市,市长,6,革委会主任,朱松岭,1968.01-1973.05,0000005380,,,,,
130200,河北省,唐山市,市长,6,革委会主任,许家信,1974.02-1978.12,0000006524,,,,,
130200,河北省,唐山市,市长,6,革委会主任,苏峰,1979.01-1979.07,0000018453,,,,,
130200,河北省,唐山市,市长,6,革委会主任,张乾,1979.07-1982.10,0000017165,,,,,
130200,河北省,唐山市,市长,6,,杜静波,1982.10-1984.09,0000009305,,汉族,河北滦南,1929.12,1947.07
130200,河北省,唐山市,市长,6,,张景成,1984.09-1988.03,0000017061,,,,,
130200,河北省,唐山市,市长,6,,陈立友,1988.03-1990.11,0000000431,男,汉族,天津宝坻,1934.10,
130200,河北省,唐山市,市长,6,,刘景昌,1990.11-1993.03,0000012205,,,,,
130200,河北省,唐山市,市长,6,,梁志忠,1993.03-1994.12,0000002943,,,,,
130200,河北省,唐山市,市长,6,代,张和,1994.12-1995.03,0000007357,男,汉族,河北迁西,1950.12,1978.01
130200,河北省,唐山市,市长,6,,张和,1995.03-2002.12,0000007357,男,汉族,河北迁西,1950.12,1978.01
130200,河北省,唐山市,市长,6,,张耀华,2002.12-2006.09,0000007736,男,汉族,河北遵化,1948.10,1972.12
130200,河北省,唐山市,市长,6,,张国栋,2006.09-2008.02,0000007307,男,汉族,河北任丘,1951.05,1979.05
130200,河北省,唐山市,市长,6,代,陈国鹰,2008.02-2008.03,0000000340,男,汉族,湖南省衡阳市祁东县,1957.05,1988.04
130200,河北省,唐山市,市长,6,,陈国鹰,2008.03-2011.01,0000000340,男,汉族,湖南省衡阳市祁东县,1957.05,1988.04
130200,河北省,唐山市,市长,6,代,郑雪碧,2011.01-2011.03,0000005185,男,汉族,,1958.02,
130200,河北省,唐山市,市长,6,,郑雪碧,2011.03-2013.02,0000005185,男,汉族,,1958.02,
130200,河北省,唐山市,市长,6,代,陈学军,2013.02-2013.04,0000000565,男,汉族,江苏宝应,1959.06,1987.10
130200,河北省,唐山市,市长,6,,陈学军,2013.04-2015.06,0000000565,男,汉族,江苏宝应,1959.06,1987.10
130200,河北省,唐山市,市长,6,代,丁绣峰,2015.06-2015.09,0000000866,男,汉族,河北平乡,1965.03,1984.08
130200,河北省,唐山市,市长,6,,丁绣峰,2015.09-至今,0000000866,男,汉族,河北平乡,1965.03,1984.08
130200,河北省,唐山市,市委书记,5,市委书记,阎达开,1948.11-1949.07,0000016087,,,乐亭县樊家坨村,1913.00,
130200,河北省,唐山市,市委书记,5,,吴德,1949.07-1950.03,0000006078,,,河北丰润,1913.00,
130200,河北省,唐山市,市委书记,5,,李力果,1950.03-1956.03,0000002497,,,陕西米脂,,
130200,河北省,唐山市,市委书记,5,,刘汉生,1956.03-1956.05,0000003177,,汉族,河南省内黄县陆村乡千口村,1910.00,1927.06
130200,河北省,唐山市,市委书记,5,第一书记,刘汉生,1956.05-1958.04,0000003177,,汉族,河南省内黄县陆村乡千口村,1910.00,1927.06
130200,河北省,唐山市,市委书记,5,第一书记,杨远,1958.04-1959.06,0000006898,,,广东大埔,1916.00,
130200,河北省,唐山市,市委书记,5,第一书记,马力,1959.06-1961.05,0000003791,,汉族,天津蓟县,1916.03,1938.05
130200,河北省,唐山市,市委书记,5,第一书记,张伯英,1961.05-1962.03,0000016888,,,,,
130200,河北省,唐山市,市委书记,5,第一书记,杨远,1962.03-1967.01,0000006898,,,广东大埔,1916.00,
130200,河北省,唐山市,市委书记,5,第一书记,许家信,1967.01-1968.01,0000006524,,,,,
130200,河北省,唐山市,市委书记,5,革委会主任,许家信,1968.01-1968.08,0000006524,,,,,
130200,河北省,唐山市,市委书记,5,,朱松岭,1968.08-1971.01,0000005380,,,,,
130200,河北省,唐山市,市委书记,5,,许家信,1971.01-1979.01,0000006524,,,,,
130200,河北省,唐山市,市委书记,5,,苏峰,1979.01-1980.10,0000018453,,,,,
130200,河北省,唐山市,市委书记,5,副第一书记,杨远,1980.10-1983.08,0000006898,,,广东大埔,1916.00,
130200,河北省,唐山市,市委书记,5,,曹振刚,1983.08-1984.05,0000008345,,,,,
130200,河北省,唐山市,市委书记,5,,岳岐峰,1984.05-1986.08,0000016799,男,,河北大名张集乡张集村,1931.12,1945.01
130200,河北省,唐山市,市委书记,5,,刘善祥,1986.09-1990.05,0000003329,男,汉族,河北唐县,1930.05,
130200,河北省,唐山市,市委书记,5,,陈立友,1990.05-1991.05,0000000431,男,汉族,天津宝坻,1934.10,
130200,河北省,唐山市,市委书记,5,,郑宝林,1991.05-1993.03,0000017719,男,汉族,,1941.10,
130200,河北省,唐山市,市委书记,5,,张士儒,1993.03-1994.12,0000007585,男,汉族,河北乐亭,,1966.01
130200,河北省,唐山市,市委书记,5,,梁志忠,1994.12-1997.12,0000002943,,,,,
130200,河北省,唐山市,市委书记,5,,白润璋,1997.12-2002.12,0000000067,男,汉族,河北石家庄,,1975.01
130200,河北省,唐山市,市委书记,5,,张和,2002.12-2006.10,0000007357,男,汉族,河北迁西,1950.12,1978.01
130200,河北省,唐山市,市委书记,5,,赵勇,2006.11-2010.08,0000008008,男,汉族,湖南益阳,1963.01,1982.06
130200,河北省,唐山市,市委书记,5,,王雪峰,2010.08-2013.02,0000004895,男,汉族,永年,1954.11,1973.03
130200,河北省,唐山市,市委书记,5,,姜德果,2013.02-2014.09,0000002022,男,汉族,阜城,1957.01,1984.12
130200,河北省,唐山市,市委书记,5,,焦彦龙,2014.09-至今,0000002088,男,汉族,河北平山,1960.09,1986.12
130300,河北省,秦皇岛市,市长,6,,许斌,1981.11-1983.07,0000006508,,,,,
130300,河北省,秦皇岛市,市长,6,,张志刚,1983.07-1984.04,0000007808,男,汉族,,,
130300,河北省,秦皇岛市,市长,6,代,顾二熊,1984.04-1985.04,0000001295,,,,,
130300,河北省,秦皇岛市,市长,6,,顾二熊,1985.04-1989.04,0000001295,,,,,
130300,河北省,秦皇岛市,市长,6,,丁文斌,1989.04-1991.04,0000000863,,,湖北省黄陂,1937.09,
130300,河北省,秦皇岛市,市长,6,,王大名,1991.05-1993.04,0000005893,,,,,
130300,河北省,秦皇岛市,市长,6,,陈来立,1993.04-1994.11,0000000428,男,,河北省博野县,1943.00,
130300,河北省,秦皇岛市,市长,6,代,赵铁练,1994.11-1994.11,0000007971,男,汉族,河北大城,1944.09,1965.12
130300,河北省,秦皇岛市,市长,6,,赵铁练,1994.11-1999.07,0000007971,男,汉族,河北大城,1944.09,1965.12
130300,河北省,秦皇岛市,市长,6,代,宁金彪,1999.07-2000.02,0000003997,男,汉族,河北魏县,1957.07,
130300,河北省,秦皇岛市,市长,6,,宁金彪,2000.02-2001.10,0000003997,男,汉族,河北魏县,1957.07,
130300,河北省,秦皇岛市,市长,6,代,菅瑞亭,2001.11-2002.03,0000001981,男,汉族,河南内黄,1952.10,1976.03
130300,河北省,秦皇岛市,市长,6,,菅瑞亭,2002.03-2008.03,0000001981,男,汉族,河南内黄,1952.10,1976.03
130300,河北省,秦皇岛市,市长,6,代,朱浩文,2008.01-2008.03,0000005330,男,汉族,四川威远,1967.02,1986.12
130300,河北省,秦皇岛市,市长,6,,朱浩文,2008.03-2013.03,0000005330,男,汉族,四川威远,1967.02,1986.12
130300,河北省,秦皇岛市,市长,6,代,商黎光,2013.03-2013.04,0000004301,男,汉族,河北巨鹿,1963.11,1984.06
130300,河北省,秦皇岛市,市长,6,,商黎光,2013.04-2014.09,0000004301,男,汉族,河北巨鹿,1963.11,1984.06
130300,河北省,秦皇岛市,市长,6,代,张瑞书,2014.11-2015.02,0000007567,男,汉族,河北献县,1963.08,1987.01
130300,河北省,秦皇岛市,市长,6,,张瑞书,2015.02-至今,0000007567,男,汉族,河北献县,1963.08,1987.01
130300,河北省,秦皇岛市,市委书记,5,,王世煜,1949.05-1952.02,0000014868,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,王植范,1952.02-1952.07,0000005018,,,,,
130300,河北省,秦皇岛市,市委书记,5,,尹哲,1952.07-1953.03,0000016570,女,,河北省高阳,1916.12,
130300,河北省,秦皇岛市,市委书记,5,,王植范,1953.03-1955.10,0000005018,,,,,
130300,河北省,秦皇岛市,市委书记,5,,苏锋,1955.10-1958.07,0000013958,,,河北省灵寿县,1918.05,
130300,河北省,秦皇岛市,市委书记,5,,常立木,1958.07-1960.02,0000000235,,,,,
130300,河北省,秦皇岛市,市委书记,5,,武学文,1960.09-1961.04,0000015551,,,,,
130300,河北省,秦皇岛市,市委书记,5,,丁一,1961.04-1963.09,0000009201,,,,,
130300,河北省,秦皇岛市,市委书记,5,,常立木,1962.05-1966.07,0000000235,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,刘抗生,1966.07-1966.11,0000012222,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,林琦,1966.11-,0000011977,,,,,
130300,河北省,秦皇岛市,市委书记,5,,姚宝钱,-1969.12,0000016433,,,,,
130300,河北省,秦皇岛市,市委书记,5,,王嘉祥,1969.12-1973.08,0000014680,,,,,
130300,河北省,秦皇岛市,市委书记,5,,刘琦,1973.08-1978.05,0000003297,,,,,
130300,河北省,秦皇岛市,市委书记,5,,李毅,1978.05-1980.12,0000002752,,,,,
130300,河北省,秦皇岛市,市委书记,5,代,王维奇,1980.12-1981.10,0000004806,,,,,
130300,河北省,秦皇岛市,市委书记,5,,崔西山,1981.10-,0000009011,,,,1922.05,
130300,河北省,秦皇岛市,市委书记,5,,戴明予,-1985.01,0000009046,,,,,
130300,河北省,秦皇岛市,市委书记,5,,白芸生,1985.01-1989.04,0000000079,,,,,
130300,河北省,秦皇岛市,市委书记,5,,顾二熊,1989.04-1991.04,0000001295,,,,,
130300,河北省,秦皇岛市,市委书记,5,,丁文斌,1991.04-1993.04,0000000863,,,湖北省黄陂,1937.09,
130300,河北省,秦皇岛市,市委书记,5,,王大名,1993.04-1994.11,0000005893,,,,,
130300,河北省,秦皇岛市,市委书记,5,,陈来立,1994.11-1997.12,0000000428,男,,河北省博野县,1943.00,
130300,河北省,秦皇岛市,市委书记,5,,王建忠,1997.12-2002.12,0000004547,男,汉族,河北沧县,,1974.11
130300,河北省,秦皇岛市,市委书记,5,,宋长瑞,2002.12-2006.09,0000004514,男,汉族,河北涿鹿,1951.05,1976.06
130300,河北省,秦皇岛市,市委书记,5,,王三堂,2006.09-2013.02,0000004743,男,汉族,河北省平山县,1954.05,1973.12
130300,河北省,秦皇岛市,市委书记,5,,田向利,2013.02-2015.09,0000014375,女,汉族,河北邢台,1963.03,1984.01
130300,河北省,秦皇岛市,市委书记,5,,孟祥伟,2015.09-至今,0000003920,男,汉族,赵县,1966.06,1990.12
130400,河北省,邯郸市,市长,6,,刘子政,1953.12-1960.04,0000012521,,,,,
130400,河北省,邯郸市,市长,6,,刘琦,1960.04-1961.05,0000003297,,,,,
130400,河北省,邯郸市,市长,6,,刘晓波,1961.05-1963.04,0000003384,,,,,
130400,河北省,邯郸市,市长,6,,王福禄,1963.04-1966.05,0000014587,,,,,
130400,河北省,邯郸市,市长,6,革委会主任,史绍尹,1968.01-1973.03,0000013841,,,,,
130400,河北省,邯郸市,市长,6,革委会主任,力矢,1973.12-1977.02,0000011785,,,,,
130400,河北省,邯郸市,市长,6,革委会主任,岳歧峰,1977.02-1980.06,0000007144,男,,河北大名,1931.12,1945.01
130400,河北省,邯郸市,市长,6,革委会主任,郭庆余,1980.06-1982.05,0000001370,,,,,
130400,河北省,邯郸市,市长,6,,郭庆余,1982.05-1983.08,0000001370,,,,,
130400,河北省,邯郸市,市长,6,,李永进,1983.08-1984.08,0000011690,,,河北栾城,,1953.00
130400,河北省,邯郸市,市长,6,,白录堂,1984.08-1992.04,0000000062,,,陕西延安,1942.12,1963.07
130400,河北省,邯郸市,市长,6,代,唐若昕,1992.04-1993.03,0000005725,,,上海,1955.00,
130400,河北省,邯郸市,市长,6,,唐若昕,1993.03-1994.11,0000005725,,,上海,1955.00,
130400,河北省,邯郸市,市长,6,,赵禄祥,1994.11-1997.12,0000017589,,汉族,河北乐亭,1943.00,
130400,河北省,邯郸市,市长,6,代,张秋阳,1997.12-1998.03,0000007556,男,汉族,河北省无极县东侯坊乡东阳村,1954.09,1971.07
130400,河北省,邯郸市,市长,6,,张秋阳,1998.03-1999.08,0000007556,男,汉族,河北省无极县东侯坊乡东阳村,1954.09,1971.07
130400,河北省,邯郸市,市长,6,代,宋恩华,1999.08-2000.02,0000004455,男,汉族,黑龙江省哈尔滨市双城区,1953.01,1974.03
130400,河北省,邯郸市,市长,6,,宋恩华,2000.02-2002.02,0000004455,男,汉族,黑龙江省哈尔滨市双城区,1953.01,1974.03
130400,河北省,邯郸市,市长,6,代,张力,2002.02-2003.03,0000007489,男,汉族,隆尧,1955.09,1976.06
130400,河北省,邯郸市,市长,6,代,聂辰席,2003.03-2003.04,0000003986,男,汉族,灵寿,1957.07,1993.02
130400,河北省,邯郸市,市长,6,,聂辰席,2003.04-2004.03,0000003986,男,汉族,灵寿,1957.07,1993.02
130400,河北省,邯郸市,市长,6,代,王三堂,2004.03-2005.03,0000004743,男,汉族,河北省平山县,1954.05,1973.12
130400,河北省,邯郸市,市长,6,,王三堂,2005.03-2006.09,0000004743,男,汉族,河北省平山县,1954.05,1973.12
130400,河北省,邯郸市,市长,6,代,赵国岭,2006.12-2007.01,0000007872,男,汉族,河北省黄骅市,1955.02,1976.11
130400,河北省,邯郸市,市长,6,,赵国岭,2007.01-2008.12,0000007872,男,汉族,河北省黄骅市,1955.02,1976.11
130400,河北省,邯郸市,市长,6,代,郭大建,2008.12-2009.02,0000001326,男,汉族,江苏盐城,1954.10,1984.10
130400,河北省,邯郸市,市长,6,,郭大建,2009.02-2011.01,0000001326,男,汉族,江苏盐城,1954.10,1984.10
130400,河北省,邯郸市,市长,6,代,郑雪碧,2011.01-2011.03,0000005186,男,汉族,河北省藁城市,1958.02,1978.04
130400,河北省,邯郸市,市长,6,,郑雪碧,2011.03-2012.01,0000005186,男,汉族,河北省藁城市,1958.02,1978.04
130400,河北省,邯郸市,市长,6,代,高宏志,2012.01-2012.02,0000001184,男,汉族,河北省正定县,1967.10,1990.12
130400,河北省,邯郸市,市长,6,,高宏志,2012.02-2013.02,0000001184,男,汉族,河北省正定县,1967.10,1990.12
130400,河北省,邯郸市,市长,6,代,回建,2013.02-2013.04,0000001914,男,回族,河北省沧县,1961.07,1982.12
130400,河北省,邯郸市,市长,6,,回建,2013.04-2014.11,0000001914,男,回族,河北省沧县,1961.07,1982.12
130400,河北省,邯郸市,市长,6,代,王会勇,2014.12-2015.01,0000005979,男,汉族,河北省巨鹿县,1960.03,1983.12
130400,河北省,邯郸市,市长,6,,王会勇,2015.01-至今,0000005979,男,汉族,河北省巨鹿县,1960.03,1983.12
130400,河北省,邯郸市,市委书记,5,,白录堂,1992.04-1993.06,0000000062,,,,1942.12,
130400,河北省,邯郸市,市委书记,5,,吴野渡,1993.06-1994.08,0000015480,男,汉族,河北沧州,1937.07,
130400,河北省,邯郸市,市委书记,5,,刘健生,1994.08-1997.12,0000003230,男,汉族,河北定州,1944.09,1974.12
130400,河北省,邯郸市,市委书记,5,,董强,1997.12-2003.04,0000000893,男,汉族,河北省泊头市,1946.07,1975.05
130400,河北省,邯郸市,市委书记,5,,张力,2003.04-2004.03,0000007489,男,汉族,隆尧,1955.09,1976.06
130400,河北省,邯郸市,市委书记,5,,聂辰席,2004.03-2006.11,0000003986,男,汉族,灵寿,1957.07,1993.02
130400,河北省,邯郸市,市委书记,5,,孙瑞彬,2006.11-2008.01,0000005591,男,汉族,昌黎,1959.09,1985.05
130400,河北省,邯郸市,市委书记,5,,崔江水,2008.01-2011.01,0000008992,男,汉族,晋州,1953.10,1979.03
130400,河北省,邯郸市,市委书记,5,,郭大建,2011.01-2013.02,0000001326,男,汉族,江苏盐城,1954.10,1984.10
130400,河北省,邯郸市,市委书记,5,,高宏志,2013.02-至今,0000001184,男,汉族,河北省正定县,1967.10,1990.12
130500,河北省,邢台市,市长,6,,张少一,1955.01-1958.11,0000017206,,,,,
130500,河北省,邢台市,市长,6,,宋书华,1961.05-1964.12,0000013924,,,,,
130500,河北省,邢台市,市长,6,代,李华周,1964.12-1967.03,0000011333,,,,,
130500,河北省,邢台市,市长,6,,李增田,1967.03-1968.03,0000011731,,,,,
130500,河北省,邢台市,市长,6,,曹文书,1968.03-1971.10,0000008336,,,,,
130500,河北省,邢台市,市长,6,,孙树为,1971.10-1973.03,0000014107,,,,,
130500,河北省,邢台市,市长,6,,翟耀,1973.03-1977.07,0000007166,,,,,
130500,河北省,邢台市,市长,6,,王魁之,1977.07-1978.08,0000004604,男,汉族,,1931.04,
130500,河北省,邢台市,市长,6,,王周南,1978.08-1979.04,0000005049,,,,,
130500,河北省,邢台市,市长,6,,王谆,1979.04-1985.02,0000015165,,,,,
130500,河北省,邢台市,市长,6,,白芸生,1982.09-1985.06,0000000079,,,,,
130500,河北省,邢台市,市长,6,,曹书元,1985.06-1988.03,0000008328,,,,,
130500,河北省,邢台市,市长,6,,王同林,1988.03-1990.10,0000004801,,,,,
130500,河北省,邢台市,市长,6,,靳庆和,1990.10-1992.08,0000002125,,,,,
130500,河北省,邢台市,市长,6,,邹本真,1992.08-1994.05,0000018205,,,,,
130500,河北省,邢台市,市长,6,代,王建忠,1994.05-1994.11,0000004547,男,汉族,河北沧县,,1974.11
130500,河北省,邢台市,市长,6,,郭庚茂,1994.11-1998.01,0000001335,男,汉族,河北冀州,1950.12,1972.03
130500,河北省,邢台市,市长,6,代,马兰翠,1997.12-1998.03,0000003787,女,汉族,河北清河,1954.02,1972.02
130500,河北省,邢台市,市长,6,,马兰翠,1998.03-2001.06,0000003787,女,汉族,河北清河,1954.02,1972.02
130500,河北省,邢台市,市长,6,,张洪义,2001.06-2004.10,0000016998,,,,,
130500,河北省,邢台市,市长,6,代,姜德果,2004.10-2005.01,0000002022,男,汉族,阜城,1957.01,1984.12
130500,河北省,邢台市,市长,6,,姜德果,2005.01-2008.11,0000002022,男,汉族,阜城,1957.01,1984.12
130500,河北省,邢台市,市长,6,代,刘大群,2008.11-2009.01,0000003114,男,汉族,河北灵寿,1958.08,1984.11
130500,河北省,邢台市,市长,6,,刘大群,2009.01-2013.02,0000003114,男,汉族,河北灵寿,1958.08,1984.11
130500,河北省,邢台市,市长,6,代,孟祥伟,2013.02-2013.04,0000003920,男,汉族,赵县,1966.06,1990.12
130500,河北省,邢台市,市长,6,,孟祥伟,2013.04-2015.09,0000003920,男,汉族,赵县,1966.06,1990.12
130500,河北省,邢台市,市长,6,,空缺,2015.09-至今,0000000000,,,,,
130500,河北省,邢台市,市委书记,5,,王维奇,1950.03-1950.12,0000004806,,,,,
130500,河北省,邢台市,市委书记,5,,汪明远,1951.12-1955.06,0000014463,,,,,
130500,河北省,邢台市,市委书记,5,,张乘舟,1955.07-1958.11,0000016896,,,,,
130500,河北省,邢台市,市委书记,5,,宋书亭,1961.05-1964.12,0000013926,,,,,
130500,河北省,邢台市,市委书记,5,代,宋叔华,1964.12-1967.01,0000004490,男,汉族,,,
130500,河北省,邢台市,市委书记,5,,孙树和,1971.11-1973.03,0000014105,,,,,
130500,河北省,邢台市,市委书记,5,,翟耀,1973.03-1975.02,0000007166,,,,,
130500,河北省,邢台市,市委书记,5,,王克东,1975.02-1977.02,0000014743,,,,,
130500,河北省,邢台市,市委书记,5,,王魁之,1977.02-1978.09,0000004604,男,汉族,,,
130500,河北省,邢台市,市委书记,5,,王周南,1978.09-1985.11,0000005049,,,,,
130500,河北省,邢台市,市委书记,5,,王金成,1985.11-1987.01,0000014698,,,,,
130500,河北省,邢台市,市委书记,5,,毛柏森,1987.01-1990.10,0000013030,,,,,
130500,河北省,邢台市,市委书记,5,,王同林,1990.10-1992.07,0000004801,,,,,
130500,河北省,邢台市,市委书记,5,,靳庆和,1992.07-1994.05,0000002125,,,,,
130500,河北省,邢台市,市委书记,5,,王建忠,1994.05-1997.12,0000004547,男,汉族,河北沧县,,1974.11
130500,河北省,邢台市,市委书记,5,,荀凤栖,1997.12-1998.12,0000006593,男,汉族,河北广宗,1953.02,1972.11
130500,河北省,邢台市,市委书记,5,,臧胜业,1998.12-2000.12,0000007158,男,汉族,山东胶州,1951.02,1973.07
130500,河北省,邢台市,市委书记,5,,柳宝全,2000.12-2003.01,0000003511,男,汉族,河北唐山,1947.02,1974.05
130500,河北省,邢台市,市委书记,5,,董经纬,2002.12-2008.11,0000009240,男,汉族,河北石家庄市,1951.01,1974.11
130500,河北省,邢台市,市委书记,5,,姜德果,2008.11-2011.12,0000002022,男,汉族,阜城,1957.01,1984.12
130500,河北省,邢台市,市委书记,5,,王爱民,2011.12-2014.09,0000005852,男,汉族,河北南和,1958.01,1991.03
130500,河北省,邢台市,市委书记,5,,张古江,2014.09-至今,0000007290,男,汉族,天津武清,1963.04,1984.12
130600,河北省,保定市,市长,6,,么金铎,1994-1997.12,0000003898,,,,,
130600,河北省,保定市,市长,6,,么金铎,1994-1997.12,0000003898,,,,,
130600,河北省,保定市,市长,6,,李建昌,1997.12-1998.12,0000002405,,,,,
130600,河北省,保定市,市长,6,,李建昌,1997.12-1998.12,0000002405,,,,,
