Arcd ,Prvn,Pftn,Pst,Pstcd,Pstrm,Name,Term,Offcd ,Gender ,Eth ,Bthp,Bthd,Jnpdt
区域代码,省级名称,地市级名称,职位,职位代码,职位备注,官员姓名,任期期间,官员代码,性别,民族,籍贯,出生日期,入党时间
141100,山西省,吕梁市,市委书记,5,,聂春玉,2006.02-2011.01,0000003987,男,汉族,山西省侯马市,1955.07,1973.08
141100,山西省,吕梁市,市委书记,5,,杜善学,2011.01-2012.01,0000000944,男,汉族,山西省临猗县,1956.02,
141100,山西省,吕梁市,市委书记,5,,高卫东,2012.01-至今,0000001213,男,汉族,山西离石,1957.11,1986.06
150100,内蒙古自治区,呼和浩特市,市长,6,,吴立人,1950.01-1951.07,0000018337,,,,,
150100,内蒙古自治区,呼和浩特市,市长,6,,阮慕韩,1951.07-1964.05,0000013630,男,汉族,,1902.00,
150100,内蒙古自治区,呼和浩特市,市长,6,代,陈炳宇,1964.06-1966.02,0000000261,,蒙古族,内蒙古土默特左旗,1918.00,1942.00
150100,内蒙古自治区,呼和浩特市,市长,6,,陈炳宇,1966.03-1966.07,0000000261,,蒙古族,内蒙古土默特左旗,1918.00,1942.00
150100,内蒙古自治区,呼和浩特市,市长,6,,巴图巴根,1966.08-1967.09,0000000048,男,蒙古族,吉林省镇赉县莫莫格乡,,
150100,内蒙古自治区,呼和浩特市,市长,6,,高增贵,1967.10-1971.03,0000001233,,,,,
150100,内蒙古自治区,呼和浩特市,市长,6,,蔡云璞,1971.03-1974.03,0000000152,,,,,
150100,内蒙古自治区,呼和浩特市,市长,6,,刘玉柱,1974.04-1975.05,0000003449,,,,,
150100,内蒙古自治区,呼和浩特市,市长,6,,郝秀山,1975.06-1978.06,0000001486,,汉族,,,
150100,内蒙古自治区,呼和浩特市,市长,6,,布赫,1978.07-1982.08,0000000121,男,蒙古族,内蒙古自治区土默特左旗,1926.00,1942.07
150100,内蒙古自治区,呼和浩特市,市长,6,,苏和,1982.09-1983.03,0000004529,男,蒙古族,,1956.09,
150100,内蒙古自治区,呼和浩特市,市长,6,,和兴革,1983.04-1984.03,0000010213,,,,,
150100,内蒙古自治区,呼和浩特市,市长,6,,张启生,1984.04-1985.04,0000017160,,,,,
150100,内蒙古自治区,呼和浩特市,市长,6,代,贾才,1985.06-1986.04,0000001948,,,内蒙古土默特左旗,1936.03,1957.12
150100,内蒙古自治区,呼和浩特市,市长,6,,贾才,1986.05-1991.04,0000001948,,,内蒙古土默特左旗,1936.03,1957.12
150100,内蒙古自治区,呼和浩特市,市长,6,代,白音,1991.08-1992.04,0000000076,,,内蒙古喀喇沁旗,1939.11,1961.00
150100,内蒙古自治区,呼和浩特市,市长,6,,白音,1992.05-1994.03,0000000076,,,内蒙古喀喇沁旗,1939.11,1961.00
150100,内蒙古自治区,呼和浩特市,市长,6,代,张国民,1994.05-1996.10,0000016961,男,彝族,四川攀枝花,1944.10,1974.08
150100,内蒙古自治区,呼和浩特市,市长,6,代,冯士亮,1996.11-1997.03,0000001100,男,汉族,,,
150100,内蒙古自治区,呼和浩特市,市长,6,,冯士亮,1997.03-1999.12,0000001100,,,,,
150100,内蒙古自治区,呼和浩特市,市长,6,代,柳秀,1999.12-2000.02,0000003516,男,汉族,山西河曲,1948.12,1976.09
150100,内蒙古自治区,呼和浩特市,市长,6,,柳秀,2000.02-2005.01,0000003516,男,汉族,山西河曲,1948.12,1976.09
150100,内蒙古自治区,呼和浩特市,市长,6,代,汤爱军,2005.01-2005.04,0000005686,男,汉族,内蒙古突泉县,1950.04,1972.10
150100,内蒙古自治区,呼和浩特市,市长,6,,汤爱军,2005.04-2010.04,0000005686,男,汉族,内蒙古突泉县,1950.04,1972.10
150100,内蒙古自治区,呼和浩特市,市长,6,代,王波,2010.04-2011.01,0000005869,男,汉族,内蒙古翁牛特旗,1958.10,1986.04
150100,内蒙古自治区,呼和浩特市,市长,6,,王波,2011.01-2011.11,0000005869,男,汉族,内蒙古翁牛特旗,1958.10,1986.04
150100,内蒙古自治区,呼和浩特市,市长,6,代,秦义,2011.11-2012.02,0000004199,男,汉族,内蒙古赤峰市,1963.09,1985.04
150100,内蒙古自治区,呼和浩特市,市长,6,,秦义,2012.02-2015.04,0000004199,男,汉族,内蒙古赤峰市,1963.09,1985.04
150100,内蒙古自治区,呼和浩特市,市长,6,代,李杰翔,2015.04-至今,0000011381,男,汉族,内蒙古准格尔旗,1964.03,1985.01
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,陈登昆,1954.04-1956.05,0000000297,,,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,赵汝霖,1956.05-1959.06,0000017608,,汉族,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,赵展山,1959.06-1965.05,0000017689,,汉族,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,李贵,1965.05-1966.06,0000011276,,,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,巴图巴根,1966.08-1967.01,0000000048,男,蒙古族,吉林省镇赉县莫莫格乡,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,,高增贵,1967.01-1971.03,0000001233,,,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,蔡云璞,1971.03-1973.08,0000000152,,,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,郝秀山,1973.08-1975.06,0000001486,,汉族,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,刘玉柱,1975.06-1979.06,0000003449,,,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,第一书记,布赫,1979.06-1982.08,0000000121,男,蒙古族,内蒙古自治区土默特左旗,1926.00,1942.07
150100,内蒙古自治区,呼和浩特市,市委书记,5,,苏和,1982.08-1984.12,0000004529,男,蒙古族,,1956.09,
150100,内蒙古自治区,呼和浩特市,市委书记,5,,文精,1984.12-1987.01,0000015279,男,蒙古族,内蒙古呼和浩特,1937.00,1965.00
150100,内蒙古自治区,呼和浩特市,市委书记,5,,伊钧华,1987.01-1991.04,0000016517,,,,,
150100,内蒙古自治区,呼和浩特市,市委书记,5,,贾才,1991.04-1994.12,0000001948,,,内蒙古土默特左旗,1936.03,1957.12
150100,内蒙古自治区,呼和浩特市,市委书记,5,,白音,1994.12-1998.02,0000000076,,,内蒙古喀喇沁旗,1939.11,1961.00
150100,内蒙古自治区,呼和浩特市,市委书记,5,,杨晶,1998.02-2003.04,0000006755,男,蒙古族,内蒙古准格尔旗,1953.12,1976.08
150100,内蒙古自治区,呼和浩特市,市委书记,5,,牛玉儒,2003.04-2004.08,0000004012,男,蒙古族,内蒙古自治区通辽市,1952.11,
150100,内蒙古自治区,呼和浩特市,市委书记,5,,韩志然,2004.09-2011.11,0000001467,男,蒙古族,内蒙古奈曼旗,1952.02,1978.03
150100,内蒙古自治区,呼和浩特市,市委书记,5,,那顺孟和,2011.11-至今,0000003969,男,蒙古族,内蒙古巴林右旗,1957.11,1985.02
150123,内蒙古自治区,归绥市,市委书记,5,,吴立人,1950.01-1951.07,0000018337,,,,,
150123,内蒙古自治区,归绥市,市委书记,5,,陈登昆,1951.07-1954.03,0000000297,,,,,
150200,内蒙古自治区,包头市,市长,6,,郑天翔,1949.12-1952.10,0000005171,男,汉族,凉城县,1914.09,
150200,内蒙古自治区,包头市,市长,6,代,李质,1952.10-1953.12,0000002837,,,湖北黄安,,1938.00
150200,内蒙古自治区,包头市,市长,6,,苏谦益,1953.12-1955.07,0000005503,,,原绥远省托克托县,1913.12,
150200,内蒙古自治区,包头市,市长,6,,李质,1955.07-1963.12,0000002837,,汉族,湖北黄安,,1938.00
150200,内蒙古自治区,包头市,市长,6,,高锦明,1963.12-1965.01,0000001193,男,满族,,1917.00,
150200,内蒙古自治区,包头市,市长,6,代,寒峰,1965.01-1968.02,0000001469,男,,内蒙古土默特旗,1915.05,1939.01
150200,内蒙古自治区,包头市,市长,6,,田荫东,1971.03-1973.01,0000014381,,,,,
150200,内蒙古自治区,包头市,市长,6,,赵军,1973.01-1978.06,0000007904,,,,1919.00,
150200,内蒙古自治区,包头市,市长,6,,郝秀山,1978.06-1978.11,0000001486,,汉族,,,
150200,内蒙古自治区,包头市,市长,6,,墨志清,1978.12-1982.07,0000013152,,,,,
150200,内蒙古自治区,包头市,市长,6,代,朱鸣,1982.07-1983.03,0000018100,,,,,
150200,内蒙古自治区,包头市,市长,6,,张灿公,1983.03-1985.05,0000007208,,,内蒙古胪滨,,1949.00
150200,内蒙古自治区,包头市,市长,6,,乌杰,1985.05-1989.09,0000015297,男,蒙古族,内蒙古呼和浩特市,1935.12,
150200,内蒙古自治区,包头市,市长,6,,王凤岐,1989.09-1995.01,0000005921,,,,,
150200,内蒙古自治区,包头市,市长,6,,胡忠,1995.01-1996.11,0000001700,男,汉族,山西应县,1944.03,
150200,内蒙古自治区,包头市,市长,6,,牛玉儒,1996.11-2001.02,0000004012,男,蒙古族,内蒙古自治区通辽市,1952.11,
150200,内蒙古自治区,包头市,市长,6,,韩志然,2001.09-2003.01,0000001467,男,蒙古族,内蒙古奈曼旗,1952.02,1978.03
150200,内蒙古自治区,包头市,市长,6,代,苏青,2003.04-2003.06,0000005504,男,,内蒙古土默特左旗,1951.04,
150200,内蒙古自治区,包头市,市长,6,,苏青,2003.06-2006.10,0000005504,男,,内蒙古土默特左旗,1951.04,
150200,内蒙古自治区,包头市,市长,6,代,呼尔查,2006.09-2007.02,0000001615,男,蒙古族,内蒙古科右前旗,1954.09,1973.07
150200,内蒙古自治区,包头市,市长,6,,呼尔查,2007.02-2011.01,0000001615,男,蒙古族,内蒙古科右前旗,1954.09,1973.07
150200,内蒙古自治区,包头市,市长,6,代,孙炜东,2011.01-2011.03,0000005606,男,,内蒙古喀喇沁旗,1961.10,1980.03
150200,内蒙古自治区,包头市,市长,6,,孙炜东,2011.03-2013.12,0000005606,男,,内蒙古喀喇沁旗,1961.10,1980.03
150200,内蒙古自治区,包头市,市长,6,,空缺,2013.12-至今,0000000000,,,,,
150200,内蒙古自治区,包头市,市委书记,5,,郑天翔,1949.12-1952.06,0000005171,男,汉族,凉城县,1914.09,
150200,内蒙古自治区,包头市,市委书记,5,第一书记,苏谦益,1952.06-1960.11,0000005503,,,原绥远省托克托县,1913.12,
150200,内蒙古自治区,包头市,市委书记,5,第一书记,高锦明,1962.08-1965.01,0000001193,男,满族,,1917.00,
150200,内蒙古自治区,包头市,市委书记,5,,寒峰,1965.01-1968.02,0000001469,男,蒙古族,内蒙古土默特旗,1915.05,1939.01
150200,内蒙古自治区,包头市,市委书记,5,,刘景平,1969.11-1971.12,0000012206,,,,,
150200,内蒙古自治区,包头市,市委书记,5,第一书记,赵军,1971.12-1975.06,0000007904,,,,1919.00,
150200,内蒙古自治区,包头市,市委书记,5,第一书记,郝秀山,1975.06-1978.11,0000001486,,汉族,,,
150200,内蒙古自治区,包头市,市委书记,5,第一书记,成枫涛,1978.11-1979.12,0000008894,,,,1917.08,
150200,内蒙古自治区,包头市,市委书记,5,,马振铎,1980.01-1985.03,0000013003,,蒙古族,内蒙古赤峰,,1948.00
150200,内蒙古自治区,包头市,市委书记,5,,张灿公,1985.03-1994.12,0000007208,,,内蒙古胪滨,,1949.00
150200,内蒙古自治区,包头市,市委书记,5,,王凤岐,1994.12-1996.11,0000005921,,,,,
150200,内蒙古自治区,包头市,市委书记,5,,胡忠,1996.11-2002.01,0000001700,男,汉族,山西应县,1944.03,
150200,内蒙古自治区,包头市,市委书记,5,,邢云,2002.01-2006.11,0000015783,男,汉族,内蒙古土左旗,1952.03,1981.03
150200,内蒙古自治区,包头市,市委书记,5,,莫建成,2006.12-2010.04,0000003947,男,汉族,浙江嵊州,1956.03,1977.05
150200,内蒙古自治区,包头市,市委书记,5,,郭启俊,2010.06-2013.08,0000001368,男,汉族,陕西省神木县,1952.12,1975.07
150200,内蒙古自治区,包头市,市委书记,5,,王中和,2013.08-至今,0000005035,男,汉族,内蒙古自治区赤峰市林西县,1957.09,1981.06
150300,内蒙古自治区,乌海市,市长,6,代,黄凤岐,1980.09-1981.07,0000001732,,,内蒙古准格尔旗黑岱沟乡,1927.07,
150300,内蒙古自治区,乌海市,市长,6,,蔡子萍,1981.12-1983.06,0000008288,,,,,
150300,内蒙古自治区,乌海市,市长,6,代,高守尧,1983.06-1984.09,0000001207,,,,,
150300,内蒙古自治区,乌海市,市长,6,,高守尧,1984.09-1990.09,0000001207,,,,,
150300,内蒙古自治区,乌海市,市长,6,,冯士亮,1990.09-1994.12,0000001100,,,,,
150300,内蒙古自治区,乌海市,市长,6,,巴特尔,1994.12-1998.02,0000000047,男,,辽宁康平,1955.02,1981.12
150300,内蒙古自治区,乌海市,市长,6,,赵忠,1998.02-2003.04,0000005465,男,汉族,内蒙古固阳,1952.08,1980.04
150300,内蒙古自治区,乌海市,市长,6,代,白向群,2003.03-2003.05,0000000073,女,蒙古族,辽宁北票,1962.09,1984.01
150300,内蒙古自治区,乌海市,市长,6,,白向群,2003.05-2008.02,0000000073,女,蒙古族,辽宁北票,1962.09,1984.01
150300,内蒙古自治区,乌海市,市长,6,代,侯凤岐,2008.02-2008.03,0000001593,男,汉族,,1962.03,
150300,内蒙古自治区,乌海市,市长,6,,侯凤岐,2008.03-2013.07,0000001593,男,汉族,,1962.03,
150300,内蒙古自治区,乌海市,市长,6,代,包钢,2013.07-2013.10,0000000087,男,蒙古族,辽宁省阜新蒙古族自治县,1969.05,1988.12
150300,内蒙古自治区,乌海市,市长,6,,包钢,2013.10-2013.12,0000000087,男,汉族,辽宁省阜新蒙古族自治县,1969.05,1988.12
150300,内蒙古自治区,乌海市,市长,6,代,毕力夫,2013.12-2014.01,0000000106,男,,内蒙古呼和浩特市,1962.12,1984.11
150300,内蒙古自治区,乌海市,市长,6,,毕力夫,2014.01-2015.01,0000000106,男,,内蒙古呼和浩特市,1962.12,1984.11
150300,内蒙古自治区,乌海市,市长,6,,艾丽华,2015.01-至今,0000008071,女,,内蒙古翁牛特旗,1964.10,1986.06
150300,内蒙古自治区,乌海市,市委书记,5,,苏和,1979.02-1980.11,0000009997,男,汉族,,,
150300,内蒙古自治区,乌海市,市委书记,5,,石生荣,1980.11-1981.07,0000013802,,,陕西神木,1919.09,1935.00
150300,内蒙古自治区,乌海市,市委书记,5,,黄凤岐,1981.07-1990.04,0000001732,,,内蒙古准格尔旗黑岱沟乡,1927.07,
150300,内蒙古自治区,乌海市,市委书记,5,,夏日,1990.06-1994.03,0000015589,,蒙古族,内蒙古准格尔旗,1940.03,1972.00
150300,内蒙古自治区,乌海市,市委书记,5,,巴特尔,1994.03-1999.12,0000000047,男,,辽宁康平,1955.02,1981.12
150300,内蒙古自治区,乌海市,市委书记,5,,哈斯巴根,1999.12-2003.01,0000009996,男,蒙古族,内蒙古突泉县,1946.11,1968.01
150300,内蒙古自治区,乌海市,市委书记,5,,赵忠,2003.01-2008.01,0000005465,男,汉族,内蒙古固阳,1952.08,1980.04
150300,内蒙古自治区,乌海市,市委书记,5,,白向群,2008.02-2011.02,0000000073,女,蒙古族,辽宁北票,1962.09,1984.01
150300,内蒙古自治区,乌海市,市委书记,5,,鲍常青,2011.02-2013.05,0000000099,男,蒙古族,内蒙古兴安盟科右前旗,1955.03,1980.09
150300,内蒙古自治区,乌海市,市委书记,5,,侯凤岐,2013.05-至今,0000001593,男,汉族,,1962.03,
150400,内蒙古自治区,赤峰市,市长,6,,才吉尔乎,1983.10-1988.,0000008247,,,,,
150400,内蒙古自治区,赤峰市,市长,6,,王凤岐,1988.09-1989.09,0000005921,,,,,
150400,内蒙古自治区,赤峰市,市长,6,,高连元,1989.09-1998.,0000009662,,,,,
150400,内蒙古自治区,赤峰市,市长,6,代,高延青,1998.-2001.09,0000009705,男,蒙古族,内蒙古土左旗,,
150400,内蒙古自治区,赤峰市,市长,6,代,呼尔查,2001.09-2001.10,0000001615,男,蒙古族,内蒙古科右前旗,1954.09,1973.07
150400,内蒙古自治区,赤峰市,市长,6,,呼尔查,2001.10-2003.03,0000001615,男,蒙古族,内蒙古科右前旗,1954.09,1973.07
150400,内蒙古自治区,赤峰市,市长,6,代,杭桂林,2003.04-2004.03,0000001471,男,蒙古族,辽宁省朝阳市,1954.08,1982.05
150400,内蒙古自治区,赤峰市,市长,6,,杭桂林,2004.03-2005.01,0000001471,男,蒙古族,辽宁省朝阳市,1954.08,1982.05
150400,内蒙古自治区,赤峰市,市长,6,代,徐国元,2005.01-2005.04,0000006432,男,汉族,辽宁,1956.07,1976.00
150400,内蒙古自治区,赤峰市,市长,6,,徐国元,2005.04-2008.02,0000006432,男,汉族,辽宁,1956.07,1976.00
150400,内蒙古自治区,赤峰市,市长,6,,王中和,2008.03-2011.01,0000005035,男,汉族,内蒙古自治区赤峰市林西县,1957.09,1981.06
150400,内蒙古自治区,赤峰市,市长,6,代,包满达,2011.01-2011.03,0000000091,男,蒙古族,内蒙古通辽市科左中旗,1958.03,1985.04
150400,内蒙古自治区,赤峰市,市长,6,,包满达,2011.02-2015.01,0000000091,男,,内蒙古通辽市科左中旗,1958.03,1985.04
150400,内蒙古自治区,赤峰市,市长,6,代,毕力夫,2015.01-2015.03,0000000106,男,,内蒙古呼和浩特市,1962.12,1984.11
150400,内蒙古自治区,赤峰市,市长,6,,毕力夫,2015.03-至今,0000000106,男,,内蒙古呼和浩特市,1962.12,1984.11
150400,内蒙古自治区,赤峰市,市委书记,5,,高再堂,1983.10-1988.09,0000009716,,,,,
150400,内蒙古自治区,赤峰市,市委书记,5,,宋志民,1988.09-1991.10,0000013949,,,,,
150400,内蒙古自治区,赤峰市,市委书记,5,,刘云山,1991.10-1993.04,0000012466,男,汉族,山西忻州,1947.07,1971.04
150400,内蒙古自治区,赤峰市,市委书记,5,,许久勋,1993.04-1998.05,0000015967,,,,,
150400,内蒙古自治区,赤峰市,市委书记,5,,刘玉祥,1998.05-2001.09,0000003448,,,,,
150400,内蒙古自治区,赤峰市,市委书记,5,,罗啸天,2001.09-2005.01,0000012757,男,汉族,辽宁法库,1949.02,
150400,内蒙古自治区,赤峰市,市委书记,5,,杭桂林,2005.01-2011.01,0000001471,男,蒙古族,辽宁省朝阳市,1954.08,1982.05
150400,内蒙古自治区,赤峰市,市委书记,5,,王中和,2011.01-2013.08,0000005035,男,汉族,内蒙古自治区赤峰市林西县,1957.09,1981.06
150400,内蒙古自治区,赤峰市,市委书记,5,,王程熙,2013.08-至今,0000005880,男,汉族,陕西省府谷县,1956.08,1979.08
150500,内蒙古自治区,通辽市,市长,6,,赵双连,1999.08-2001.09,0000007966,男,蒙古族,内蒙古科右前旗,1957.04,1980.06
150500,内蒙古自治区,通辽市,市长,6,,莫建成,2001.09-2003.03,0000003947,男,汉族,浙江嵊州,1956.03,1977.05
150500,内蒙古自治区,通辽市,市长,6,代,那顺孟和,2003.04-2003.06,0000003969,男,蒙古族,内蒙古巴林右旗,1957.11,1985.02
150500,内蒙古自治区,通辽市,市长,6,,那顺孟和,2003.06-2006.11,0000003969,男,蒙古族,内蒙古巴林右旗,1957.11,1985.02
150500,内蒙古自治区,通辽市,市长,6,,傅铁钢,2007.03-2010.06,0000001150,男,汉族,黑龙江讷河市,1953.04,
150500,内蒙古自治区,通辽市,市长,6,代,胡达古拉,2010.06-2011.02,0000001627,女,蒙古族,内蒙古科左中旗,1967.03,
150500,内蒙古自治区,通辽市,市长,6,,胡达古拉,2011.03-2014.08,0000001627,女,,内蒙古科左中旗,1967.03,
150500,内蒙古自治区,通辽市,市长,6,代,包振玉,2014.08-2015.02,0000000093,男,,,,
150500,内蒙古自治区,通辽市,市长,6,,包振玉,2015.02-至今,0000000093,男,,,,
150500,内蒙古自治区,通辽市,市委书记,5,,赵石,1947.02-1949.01,0000007954,,,河南省荥阳县汜水镇赵村,1914.04,1937.00
150500,内蒙古自治区,通辽市,市委书记,5,,任志远,1949.01-1949.08,0000013620,,,,,
150500,内蒙古自治区,通辽市,市委书记,5,,色音巴雅尔,1977.10-1996.12,0000013649,,,,,
150500,内蒙古自治区,通辽市,市委书记,5,,杨晶,1996.12-1999.,0000006755,男,,内蒙古准格尔旗,1953.12,1976.08
150500,内蒙古自治区,通辽市,市委书记,5,,祝广垲,1999.-2001.09,0000018165,,,,,
150500,内蒙古自治区,通辽市,市委书记,5,,赵双连,2001.09-2003.01,0000007966,男,蒙古族,内蒙古科右前旗,1957.04,1980.06
150500,内蒙古自治区,通辽市,市委书记,5,,莫建成,2003.03-2004.12,0000003947,男,汉族,浙江嵊州,1956.03,1977.05
150500,内蒙古自治区,通辽市,市委书记,5,,符太增,2005.01-2006.09,0000009563,男,汉族,辽宁黑山,1956.09,
150500,内蒙古自治区,通辽市,市委书记,5,,那顺孟和,2006.11-2010.06,0000003969,男,蒙古族,内蒙古巴林右旗,1957.11,1985.02
150500,内蒙古自治区,通辽市,市委书记,5,,傅铁钢,2010.06-2011.03,0000001150,男,汉族,黑龙江讷河市,1953.04,
150500,内蒙古自治区,通辽市,市委书记,5,,杜梓,2011.02-2015.08,0000000960,男,汉族,内蒙古托克托,1955.06,1974.10
150500,内蒙古自治区,通辽市,市委书记,5,,罗永纲,2015.08-至今,0000012763,男,汉族,山西省朔州市,1966.09,1986.05
150600,内蒙古自治区,鄂尔多斯市,市长,6,,云峰,2001.09-2003.04,0000007152,男,,内蒙古托克托县,1952.06,1979.11
150600,内蒙古自治区,鄂尔多斯市,市长,6,代,刘锦,2003.04-2003.06,0000003243,,,,,
150600,内蒙古自治区,鄂尔多斯市,市长,6,,刘锦,2003.06-2006.10,0000003243,,,,,
150600,内蒙古自治区,鄂尔多斯市,市长,6,代,杜梓,2006.10-2007.01,0000000960,男,汉族,内蒙古托克托,1955.06,1974.10
150600,内蒙古自治区,鄂尔多斯市,市长,6,,杜梓,2007.01-2008.11,0000000960,男,汉族,内蒙古托克托,1955.06,1974.10
150600,内蒙古自治区,鄂尔多斯市,市长,6,代,云光中,2008.12-2009.02,0000007153,男,蒙古族,内蒙古土左旗,1960.08,1979.11
150600,内蒙古自治区,鄂尔多斯市,市长,6,,云中光,2009.02-2011.02,0000016816,,,,,
150600,内蒙古自治区,鄂尔多斯市,市长,6,代,廉素,2011.02-2012.01,0000002875,男,汉族,内蒙古准格尔旗,1958.06,1982.01
150600,内蒙古自治区,鄂尔多斯市,市长,6,,廉素,2012.01-至今,0000002875,男,汉族,内蒙古准格尔旗,1958.06,1982.01
150600,内蒙古自治区,鄂尔多斯市,市委书记,5,,郭子明,2001.12-2003.01,0000001421,男,汉族,山西忻州,1948.01,1970.10
150600,内蒙古自治区,鄂尔多斯市,市委书记,5,,云峰,2003.01-2008.11,0000007152,男,,内蒙古托克托县,1952.06,1979.11
150600,内蒙古自治区,鄂尔多斯市,市委书记,5,,杜梓,2008.11-2011.02,0000000960,男,汉族,内蒙古托克托,1955.06,1974.10
150600,内蒙古自治区,鄂尔多斯市,市委书记,5,,云光中,2011.02-2014.01,0000007153,男,汉族,内蒙古土左旗,1960.08,1979.11
150600,内蒙古自治区,鄂尔多斯市,市委书记,5,,白玉刚,2014.01-至今,0000008156,男,,内蒙古达拉特旗,1965.08,1992.07
150700,内蒙古自治区,呼伦贝尔市,市长,6,,梁铁城,2002.03-2003.04,0000002920,男,蒙古族,辽宁喀左,1956.11,1976.08
150700,内蒙古自治区,呼伦贝尔市,市长,6,代,曹征海,2005.01-2005.03,0000000192,男,汉族,山西大同,1960.03,1988.03
150700,内蒙古自治区,呼伦贝尔市,市长,6,,曹征海,2005.03-2006.09,0000000192,男,汉族,山西大同,1960.03,1988.03
150700,内蒙古自治区,呼伦贝尔市,市长,6,,罗志虎,2006.09-2011.01,0000003698,男,蒙古族,内蒙古阿左旗,1964.08,1985.03
150700,内蒙古自治区,呼伦贝尔市,市长,6,代,张利平,2011.01-2011.03,0000007499,男,汉族,内蒙古赤峰市松山区,1960.09,1984.06
150700,内蒙古自治区,呼伦贝尔市,市长,6,,张利平,2011.03-至今,0000007499,男,汉族,内蒙古赤峰市松山区,1960.09,1984.06
150700,内蒙古自治区,呼伦贝尔市,市委书记,5,,连辑,2002.02-2003.01,0000011795,男,汉族,山西沁源,1955.10,1975.10
150700,内蒙古自治区,呼伦贝尔市,市委书记,5,,梁铁城,2003.01-2006.09,0000002920,男,蒙古族,辽宁喀左,1956.11,1976.08
150700,内蒙古自治区,呼伦贝尔市,市委书记,5,,曹征海,2006.09-2010.12,0000000192,男,汉族,山西大同,1960.03,1988.03
150700,内蒙古自治区,呼伦贝尔市,市委书记,5,,罗志虎,2011.01-至今,0000003698,男,蒙古族,内蒙古阿左旗,1964.08,1985.03
150800,内蒙古自治区,巴彦淖尔市,市长,6,,王素毅,2004.07-2008.03,0000004779,男,蒙古族,内蒙古土左旗,1961.06,1986.06
150800,内蒙古自治区,巴彦淖尔市,市长,6,代,王波,2008.03-2009.02,0000005869,男,汉族,内蒙古翁牛特旗,1958.10,1986.04
150800,内蒙古自治区,巴彦淖尔市,市长,6,,王波,2009.02-2010.04,0000005869,男,汉族,内蒙古翁牛特旗,1958.10,1986.04
150800,内蒙古自治区,巴彦淖尔市,市长,6,代,何永林,2010.04-2011.02,0000001544,男,汉族,山西霍州,1962.08,1991.04
150800,内蒙古自治区,巴彦淖尔市,市长,6,,何永林,2011.02-2011.11,0000001544,男,汉族,山西霍州,1962.08,1991.04
150800,内蒙古自治区,巴彦淖尔市,市长,6,代,段志强,2011.11-2012.01,0000000978,男,蒙古族,内蒙古扎赉特旗,1962.07,1987.07
150800,内蒙古自治区,巴彦淖尔市,市长,6,,段志强,2012.01-至今,0000000978,男,蒙古族,内蒙古扎赉特旗,1962.07,1987.07
150800,内蒙古自治区,巴彦淖尔市,市委书记,5,,郭启俊,2004.07-2008.01,0000001368,男,汉族,陕西省神木县,1952.12,1975.07
150800,内蒙古自治区,巴彦淖尔市,市委书记,5,,王素毅,2008.03-2010.06,0000004779,男,蒙古族,内蒙古土左旗,1961.06,1986.06
150800,内蒙古自治区,巴彦淖尔市,市委书记,5,,那顺孟和,2010.06-2011.11,0000003969,男,蒙古族,内蒙古巴林右旗,1957.11,1985.02
150800,内蒙古自治区,巴彦淖尔市,市委书记,5,,何永林,2011.11-至今,0000001544,男,汉族,山西霍州,1962.08,1991.04
150900,内蒙古自治区,乌兰察布市,市长,6,,傅铁钢,2003.03-2006.09,0000001150,男,汉族,黑龙江讷河市,1953.04,
150900,内蒙古自治区,乌兰察布市,市长,6,代,李万忠,2006.09-2007.02,0000002643,男,汉族,内蒙古锡林郭勒盟多伦县,1954.10,
150900,内蒙古自治区,乌兰察布市,市长,6,,李万忠,2007.02-2010.07,0000002643,男,汉族,内蒙古锡林郭勒盟多伦县,1954.10,
150900,内蒙古自治区,乌兰察布市,市长,6,代,王学丰,2010.07-2011.01,0000004884,男,汉族,内蒙古鄂尔多斯市东胜区,1963.06,1989.01
150900,内蒙古自治区,乌兰察布市,市长,6,,王学丰,2011.01-2011.03,0000004884,男,汉族,内蒙古鄂尔多斯市东胜区,1963.06,1989.01
150900,内蒙古自治区,乌兰察布市,市长,6,代,陶淑菊,2011.03-2012.01,0000005749,女,蒙古族,内蒙古通辽市,1962.03,1983.07
150900,内蒙古自治区,乌兰察布市,市长,6,,陶淑菊,2012.01-至今,0000005749,女,蒙古族,内蒙古通辽市,1962.03,1983.07
150900,内蒙古自治区,乌兰察布市,市委书记,5,,韩志然,2003.01-2004.09,0000001467,男,蒙古族,内蒙古奈曼旗,1952.02,1978.03
150900,内蒙古自治区,乌兰察布市,市委书记,5,,吴永新,2004.09-2011.03,0000015486,男,蒙古族,内蒙古喀喇沁旗,1953.05,1983.12
150900,内蒙古自治区,乌兰察布市,市委书记,5,,王学丰,2011.03-至今,0000004884,男,汉族,内蒙古鄂尔多斯市东胜区,1963.06,1989.01
